CRTR_YR|ADMDST_CLSF_CD|LVQT_KIND_CD|DTHS_TYPE_CD|RSDT_AREA|SIAR|ARCH_APRV_YR|BLDG_DLPD_PD_CD|NHAB_HOUS_YN|LVQT_SN
2023|11140000|2|1|48.88|219.08|2006|2|N|LV00000048
2023|11170000|2|2|168.99|43.73|2022|2|N|LV00000049
2023|41130000|2|2|121.81|222.09|1969|4|N|LV00000050
2023|11140000|2|3|113.02|92.28|1994|3|N|LV00000051
2023|45110000|2|2|186.62|93.39|1976|4|N|LV00000052
2023|26110000|2|1|168.46|127.26|1991|4|N|LV00000053
2023|42110000|3|2|198.69|279.6|1976|4|N|LV00000054
2023|26110000|2|2|144.5|221.87|1972|4|N|LV00000055
2023|44130000|2|1|124.33|232.91|1992|4|N|LV00000056
2023|26110000|2|2|116.99|241.43|1986|4|Y|LV00000057
2023|41110000|1|2|84.08|254.54|2008|2|N|LV00000058
2023|26110000|2|1|52.57|75.99|1991|4|N|LV00000059
2023|45110000|3|1|168.52|284.3|1998|3|N|LV00000060
2023|41130000|2|3|21.19|137.19|2004|2|N|LV00000061
2023|41110000|2|1|179.81|181.67|1963|4|N|LV00000062
2023|26140000|2|1|67.25|248.77|1988|4|N|LV00000063
2023|11200000|2|3|63.09|260.2|1993|4|N|LV00000064
2023|44130000|2|1|21.27|166.65|2000|3|N|LV00000065
2023|11110000|2|1|84.8|177.07|1962|4|N|LV00000066
2023|11110000|2|9|35.99|140.59|1966|4|N|LV00000067
2023|42110000|1|2|53.22|43.37|2013|2|N|LV00000068
2023|41150000|2|1|143.9|204.85|2008|2|N|LV00000069
2023|26140000|1|1|94.76|212.85|1986|4|N|LV00000070
2023|44130000|2|1|21.97|157.71|1960|4|N|LV00000071
2023|11140000|2|3|77.04|42.99|1976|4|N|LV00000072
2023|28110000|2|2|21.1|182.78|2000|3|N|LV00000073
2023|46110000|2|1|184.73|57.83|2002|3|N|LV00000074
2023|26140000|1|9|174.89|152.59|2012|2|N|LV00000075
2023|44130000|2|2|83.59|245.58|1994|3|N|LV00000076
2023|26140000|2|3|63.28|91.3|2008|2|N|LV00000077
2023|11200000|3|2|39.25|278.1|1974|4|N|LV00000078
2023|26140000|3|9|146.93|221.24|1969|4|N|LV00000079
2023|26110000|2|2|41.68|99.52|1981|4|N|LV00000080
2023|11140000|2|1|140.52|92.04|2013|2|N|LV00000081
2023|46110000|2|1|66.5|50.15|2015|2|N|LV00000082
2023|41130000|2|1|151.27|265.95|1964|4|N|LV00000083
2023|47110000|2|3|90.78|47.02|1972|4|N|LV00000084
2023|41150000|2|2|44.63|199.1|1964|4|N|LV00000085
2023|46110000|2|1|69.93|232.89|2008|2|N|LV00000086
2023|27110000|3|1|144.21|98.88|2011|2|N|LV00000087
2023|11200000|3|2|143.32|132.71|2018|2|N|LV00000088
2023|47110000|2|2|127.51|109.34|1971|4|N|LV00000089
2023|45110000|4|3|78.18|246.47|1992|4|N|LV00000090
2023|46110000|2|9|134.35|298.76|1988|4|N|LV00000091
2023|46110000|2|3|27.6|292.06|2021|2|Y|LV00000092
2023|26140000|2|1|128.77|48.77|2019|2|N|LV00000093
2023|41130000|3|2|160.63|213.01|2012|2|N|LV00000094
2023|43110000|4|2|44.88|187.94|1973|4|N|LV00000095
2023|45110000|2|3|166.97|281.11|1981|4|N|LV00000096
2023|11140000|2|1|182.9|186.04|2009|2|Y|LV00000097
2023|46110000|2|3|192.62|153.51|1998|3|N|LV00000098
2023|43110000|2|2|25.41|151.21|1996|3|N|LV00000099
2023|41110000|2|2|181.21|260.48|1964|4|N|LV00000100
2023|43110000|5|1|31.42|211.47|1985|4|N|LV00000101
2023|26110000|3|1|88.3|50.0|2021|2|N|LV00000102
2023|27110000|2|3|118.71|282.05|1988|4|N|LV00000103
2023|11200000|2|1|59.91|213.26|2015|2|N|LV00000104
2023|27110000|2|2|82.02|71.86|1985|4|N|LV00000105
2023|26140000|2|2|183.45|156.72|2013|2|N|LV00000106
2023|41130000|5|2|51.51|97.68|2012|2|N|LV00000107
2023|28110000|2|2|116.98|189.67|1999|3|N|LV00000108
2023|26110000|3|2|168.86|180.18|2011|2|N|LV00000109
2023|27110000|2|2|63.4|291.97|1963|4|Y|LV00000110
2023|41130000|2|1|188.31|44.89|1983|4|N|LV00000111
2023|44130000|4|2|196.42|151.59|1965|4|N|LV00000112
2023|46110000|2|2|67.9|79.38|2003|3|N|LV00000113
2023|26110000|2|3|105.14|35.94|1978|4|N|LV00000114
2023|28110000|1|1|22.02|240.1|1993|4|N|LV00000115
2023|43110000|1|2|192.94|234.56|2013|2|N|LV00000116
2023|11200000|2|1|44.71|282.24|2007|2|N|LV00000117
2023|43110000|2|1|97.01|188.84|2001|3|Y|LV00000118
2023|41130000|2|2|141.08|99.07|1963|4|N|LV00000119
2023|11170000|2|9|137.1|128.01|1998|3|N|LV00000120
2023|42110000|2|2|137.46|193.23|1981|4|N|LV00000121
2023|11170000|3|1|23.08|199.77|2022|2|N|LV00000122
2023|41110000|3|9|152.15|41.5|1981|4|N|LV00000123
2023|26140000|4|3|154.28|275.89|2007|2|N|LV00000124
2023|11110000|2|2|118.17|280.04|1997|3|N|LV00000125
2023|42110000|2|3|151.65|245.6|1981|4|N|LV00000126
2023|42110000|2|2|20.11|97.45|1973|4|N|LV00000127
2023|26110000|4|3|49.92|123.98|1976|4|N|LV00000128
2023|11110000|2|1|33.36|219.65|1993|4|N|LV00000129
2023|45110000|4|2|76.32|112.55|2015|2|N|LV00000130
2023|28110000|3|3|56.65|134.69|2021|2|N|LV00000131
2023|45110000|2|9|53.49|210.43|1979|4|N|LV00000132
2023|28110000|2|2|95.52|39.18|1962|4|N|LV00000133
2023|43110000|2|1|132.25|67.22|1973|4|Y|LV00000134
2023|45110000|2|9|117.81|39.72|1991|4|N|LV00000135
2023|42110000|5|2|170.64|101.74|1985|4|N|LV00000136
2023|45110000|2|2|90.88|159.89|1968|4|N|LV00000137
2023|11140000|3|1|93.4|257.9|1970|4|N|LV00000138
2023|44130000|2|3|21.93|78.31|1996|3|N|LV00000139
2023|43110000|2|2|156.84|126.35|1976|4|N|LV00000140
2023|44130000|2|9|128.4|32.55|1975|4|N|LV00000141
2023|41150000|2|2|42.64|155.13|1983|4|N|LV00000142
2023|11200000|2|1|54.5|36.84|2016|2|N|LV00000143
2023|41150000|2|3|50.81|117.02|2013|2|N|LV00000144
2023|43110000|4|1|93.36|254.33|1980|4|N|LV00000145
2023|47110000|2|1|26.84|282.73|2008|2|N|LV00000146
2023|43110000|2|9|160.16|129.16|2020|2|N|LV00000147
2023|45110000|2|9|77.27|106.42|1977|4|N|LV00000148
2023|44130000|2|3|185.37|234.8|1960|4|N|LV00000149
2023|11140000|2|1|68.89|218.45|1974|4|N|LV00000150
2023|44130000|2|3|85.94|132.09|2012|2|N|LV00000151
2023|42110000|2|2|185.78|274.45|1966|4|N|LV00000152
2023|11170000|3|2|50.32|152.49|1976|4|N|LV00000153
2023|11200000|5|2|172.22|282.69|2020|2|N|LV00000154
2023|26110000|2|2|47.26|268.64|1972|4|Y|LV00000155
2023|41130000|3|2|109.18|286.07|1990|4|N|LV00000156
2023|44130000|2|2|177.32|59.38|2015|2|N|LV00000157
2023|45110000|2|1|48.76|102.1|2013|2|N|LV00000158
2023|11170000|2|3|26.74|130.19|1979|4|N|LV00000159
2023|47110000|2|3|63.09|230.72|1975|4|N|LV00000160
2023|11170000|2|2|67.18|109.3|1996|3|N|LV00000161
2023|41130000|2|9|93.28|85.9|1980|4|Y|LV00000162
2023|47110000|2|3|153.88|122.81|2006|2|N|LV00000163
2023|28110000|3|3|28.63|113.96|2002|3|N|LV00000164
2023|47110000|1|3|122.94|249.95|1986|4|N|LV00000165
2023|41150000|2|2|150.55|297.25|1985|4|N|LV00000166
2023|26140000|1|3|165.29|112.04|1966|4|N|LV00000167
2023|45110000|1|1|193.98|43.99|2003|3|N|LV00000168
2023|11110000|2|9|168.57|224.86|2018|2|N|LV00000169
2023|43110000|1|2|38.58|159.75|2015|2|N|LV00000170
2023|27110000|3|2|51.64|147.12|2000|3|N|LV00000171
2023|43110000|2|2|149.7|124.82|2005|2|N|LV00000172
2023|11110000|2|1|58.11|157.0|2016|2|N|LV00000173
2023|46110000|1|1|64.46|66.76|1973|4|N|LV00000174
2023|11170000|2|1|172.85|195.28|2008|2|N|LV00000175
2023|41150000|2|2|103.09|281.05|1966|4|N|LV00000176
2023|11200000|1|1|91.43|278.18|2008|2|N|LV00000177
2023|46110000|2|9|104.48|229.29|1973|4|N|LV00000178
2023|45110000|1|3|66.2|135.14|1997|3|N|LV00000179
2023|45110000|4|2|35.76|278.73|1960|4|Y|LV00000180
2023|27110000|2|3|195.9|208.13|1960|4|N|LV00000181
2023|11200000|1|2|72.55|166.01|2000|3|N|LV00000182
2023|11110000|2|9|112.17|106.7|2015|2|N|LV00000183
2023|11200000|3|3|30.56|233.92|1966|4|N|LV00000184
2023|41150000|2|3|46.86|245.29|2012|2|N|LV00000185
2023|26140000|2|1|38.39|180.92|2007|2|N|LV00000186
2023|11140000|5|3|29.2|107.24|2005|2|N|LV00000187
2023|47110000|3|3|137.18|135.06|1977|4|N|LV00000188
2023|46110000|2|1|23.05|198.32|2015|2|N|LV00000189
2023|28110000|2|1|102.24|90.21|1998|3|N|LV00000190
2023|26110000|2|3|139.7|157.16|1971|4|N|LV00000191
2023|28110000|3|9|85.36|41.39|2015|2|N|LV00000192
2023|26110000|2|2|47.03|247.41|1977|4|N|LV00000193
2023|11140000|2|1|60.21|133.06|1991|4|N|LV00000194
2023|27110000|1|2|47.65|150.2|1969|4|N|LV00000195
2023|11170000|1|1|73.17|269.04|1984|4|N|LV00000196
2023|11140000|2|3|84.13|136.99|2000|3|N|LV00000197
2023|47110000|2|1|91.4|158.29|2016|2|N|LV00000198
2023|11110000|2|2|60.16|109.77|1987|4|N|LV00000199
2023|45110000|2|2|62.16|247.9|1998|3|N|LV00000200
2023|46110000|3|2|135.09|147.78|1966|4|N|LV00000201
2023|28110000|2|9|24.15|160.12|1975|4|Y|LV00000202
2023|45110000|2|2|99.46|162.94|1996|3|N|LV00000203
2023|41110000|4|1|187.25|212.65|1962|4|N|LV00000204
2023|46110000|1|1|157.06|176.18|1981|4|N|LV00000205
2023|45110000|2|2|79.92|147.39|1963|4|N|LV00000206
2023|42110000|2|1|118.73|206.8|1990|4|N|LV00000207
2023|41130000|2|2|196.75|202.12|1976|4|N|LV00000208
2023|11110000|2|2|148.94|221.83|1976|4|N|LV00000209
2023|26110000|2|2|126.13|156.8|1989|4|N|LV00000210
2023|47110000|2|1|120.66|294.76|1970|4|N|LV00000211
2023|46110000|2|9|180.97|185.37|2007|2|N|LV00000212
2023|43110000|2|3|55.06|245.45|1988|4|N|LV00000213
2023|41110000|1|2|124.16|155.77|2016|2|N|LV00000214
2023|28110000|2|2|83.03|120.99|1974|4|N|LV00000215
2023|28110000|4|2|104.27|171.58|1963|4|N|LV00000216
2023|43110000|2|2|27.18|185.86|1985|4|N|LV00000217
2023|26110000|2|3|162.78|113.34|1966|4|N|LV00000218
2023|41130000|2|2|53.17|233.66|1984|4|N|LV00000219
2023|41150000|3|1|121.29|145.49|2008|2|N|LV00000220
2023|42110000|2|9|186.2|208.35|2019|2|N|LV00000221
2023|11170000|2|2|66.34|107.79|1988|4|Y|LV00000222
2023|45110000|2|1|78.99|160.75|1971|4|N|LV00000223
2023|28110000|2|1|93.1|125.17|1984|4|N|LV00000224
2023|46110000|4|2|117.92|143.1|1978|4|N|LV00000225
2023|28110000|2|2|61.42|212.5|1967|4|N|LV00000226
2023|44130000|2|9|152.92|72.25|2009|2|N|LV00000227
2023|11140000|2|1|133.35|96.27|2006|2|N|LV00000228
2023|46110000|2|2|36.78|127.14|1978|4|N|LV00000229
2023|11110000|2|1|111.73|103.75|1990|4|N|LV00000230
2023|41130000|2|2|84.76|77.11|1990|4|N|LV00000231
2023|43110000|3|3|83.11|250.58|1987|4|N|LV00000232
2023|26140000|5|1|196.96|73.84|2008|2|N|LV00000233
2023|47110000|2|9|92.99|203.27|2003|3|N|LV00000234
2023|42110000|2|1|24.32|151.84|1960|4|N|LV00000235
2023|46110000|2|3|83.89|74.13|1974|4|N|LV00000236
2023|41130000|3|2|127.92|110.05|2020|2|Y|LV00000237
2023|43110000|2|2|115.0|59.55|1986|4|N|LV00000238
2023|11110000|4|3|33.88|55.88|1989|4|N|LV00000239
2023|11140000|2|2|50.27|126.91|2007|2|N|LV00000240
2023|41130000|2|3|158.49|233.89|2007|2|N|LV00000241
2023|27110000|1|2|21.3|137.38|1995|3|N|LV00000242
2023|28110000|2|3|61.5|183.61|2018|2|N|LV00000243
2023|41150000|2|1|196.53|64.6|1997|3|N|LV00000244
2023|27110000|2|2|138.02|267.97|2015|2|N|LV00000245
2023|47110000|2|3|64.2|119.21|1988|4|N|LV00000246
2023|43110000|2|2|54.92|81.11|1973|4|N|LV00000247
2023|41150000|3|3|94.97|125.47|1966|4|N|LV00000248
2023|46110000|2|9|136.2|291.8|1994|3|N|LV00000249
2023|11110000|2|1|50.79|200.1|2016|2|N|LV00000250
2023|11200000|3|2|154.63|62.67|1985|4|N|LV00000251
2023|45110000|1|3|27.55|73.72|2005|2|N|LV00000252
2023|44130000|2|1|54.92|235.93|1993|4|N|LV00000253
2023|41130000|2|1|126.25|258.25|2010|2|N|LV00000254
2023|11170000|2|1|147.11|52.26|2009|2|Y|LV00000255
2023|26140000|3|3|141.0|109.32|2003|3|N|LV00000256
2023|41130000|2|9|67.13|42.76|1982|4|N|LV00000257
2023|11140000|2|9|89.39|63.55|1985|4|N|LV00000258
2023|45110000|2|2|26.77|67.21|1990|4|N|LV00000259
2023|26140000|2|2|20.08|148.04|2011|2|N|LV00000260
2023|46110000|2|1|94.97|33.42|1998|3|N|LV00000261
2023|41130000|2|9|117.8|222.58|1970|4|N|LV00000262
2023|26140000|2|9|167.8|138.89|1977|4|N|LV00000263
2023|11110000|2|2|193.28|138.35|1979|4|N|LV00000264
2023|44130000|2|1|127.85|289.72|1998|3|N|LV00000265
2023|42110000|1|9|166.98|119.4|2008|2|N|LV00000266
2023|45110000|1|3|43.49|41.14|1969|4|N|LV00000267
2023|11200000|2|9|167.0|139.31|2005|2|N|LV00000268
2023|11170000|2|2|65.61|156.1|1999|3|N|LV00000269
2023|11200000|2|2|93.76|157.04|1973|4|N|LV00000270
2023|27110000|2|2|23.84|155.21|1969|4|N|LV00000271
2023|27110000|2|2|104.25|120.26|1969|4|N|LV00000272
2023|44130000|2|9|137.23|177.47|2008|2|N|LV00000273
2023|47110000|2|1|65.37|265.09|1974|4|N|LV00000274
2023|11110000|5|2|165.56|126.74|1972|4|N|LV00000275
2023|41130000|2|9|186.72|174.45|1986|4|N|LV00000276
2023|41150000|3|1|122.72|258.84|2000|3|N|LV00000277
2023|26110000|2|2|63.93|137.62|1987|4|N|LV00000278
2023|28110000|2|3|146.95|66.8|1996|3|N|LV00000279
2023|43110000|2|2|73.03|146.77|1983|4|N|LV00000280
2023|41110000|2|2|49.3|166.24|1986|4|N|LV00000281
2023|11140000|2|3|71.33|264.52|1996|3|N|LV00000282
2023|28110000|2|1|99.02|260.31|2000|3|N|LV00000283
2023|26140000|3|3|60.62|237.49|2006|2|N|LV00000284
2023|11200000|2|9|80.71|133.32|2013|2|N|LV00000285
2023|11140000|1|1|91.21|104.77|1980|4|N|LV00000286
2023|26140000|2|1|155.69|149.19|1967|4|N|LV00000287
2023|45110000|5|1|174.38|116.29|1965|4|N|LV00000288
2023|45110000|1|3|168.48|294.58|2002|3|N|LV00000289
2023|11170000|2|2|54.78|52.79|1987|4|N|LV00000290
2023|41150000|2|2|165.76|166.57|1985|4|N|LV00000291
2023|43110000|2|3|135.3|133.71|2006|2|N|LV00000292
2023|41110000|2|2|62.8|238.55|2002|3|N|LV00000293
2023|11110000|5|2|87.68|191.02|2017|2|N|LV00000294
2023|43110000|2|3|82.19|46.25|2015|2|Y|LV00000295
2023|11170000|2|2|98.33|211.79|2007|2|N|LV00000296
2023|11200000|2|3|172.07|163.01|2001|3|N|LV00000297
2023|26110000|1|2|94.09|196.38|2016|2|N|LV00000298
2023|11140000|4|2|29.84|54.72|1970|4|N|LV00000299
2023|46110000|2|1|152.72|167.64|2020|2|N|LV00000300
2023|41130000|3|3|161.66|172.66|1986|4|N|LV00000301
2023|44130000|3|2|123.01|69.49|1975|4|N|LV00000302
2023|11110000|2|3|105.52|195.95|1994|3|N|LV00000303
2023|11200000|4|2|158.98|275.41|2016|2|N|LV00000304
2023|11170000|5|3|23.97|36.86|1967|4|N|LV00000305
2023|11140000|3|1|125.16|98.28|1970|4|N|LV00000306
2023|43110000|2|3|191.35|118.85|2000|3|N|LV00000307
2023|11170000|2|2|162.97|176.95|2002|3|N|LV00000308
2023|46110000|1|1|69.59|229.82|2004|2|N|LV00000309
2023|43110000|4|2|185.18|208.47|2016|2|N|LV00000310
2023|26110000|2|1|56.44|154.69|2008|2|N|LV00000311
2023|26110000|2|1|118.45|289.19|2011|2|N|LV00000312
2023|27110000|3|2|132.5|122.3|1967|4|N|LV00000313
2023|41130000|4|9|26.13|241.69|1982|4|N|LV00000314
2023|42110000|3|3|42.9|253.05|2004|2|N|LV00000315
2023|28110000|3|9|117.98|57.26|2011|2|N|LV00000316
2023|44130000|2|1|52.56|41.83|1983|4|N|LV00000317
2023|44130000|2|1|95.45|296.31|1996|3|N|LV00000318
2023|26110000|1|1|147.04|126.79|1973|4|N|LV00000319
2023|27110000|5|3|132.57|210.46|2014|2|N|LV00000320
2023|45110000|2|9|177.36|37.9|1993|4|N|LV00000321
2023|43110000|3|2|185.81|236.24|1966|4|N|LV00000322
2023|47110000|2|2|186.79|125.08|1996|3|N|LV00000323
2023|11140000|2|1|90.63|186.95|1976|4|N|LV00000324
2023|11140000|2|2|41.95|42.97|1988|4|N|LV00000325
2023|41110000|5|9|140.09|59.13|1981|4|N|LV00000326
2023|11200000|2|2|185.42|252.24|2012|2|N|LV00000327
2023|43110000|2|2|158.47|179.62|2013|2|N|LV00000328
2023|43110000|2|2|145.46|239.79|1969|4|N|LV00000329
2023|28110000|2|2|164.47|73.55|1980|4|N|LV00000330
2023|11110000|2|2|93.77|118.5|1985|4|N|LV00000331
2023|26140000|1|3|110.32|259.81|2013|2|N|LV00000332
2023|26110000|2|2|55.98|188.21|1976|4|N|LV00000333
2023|27110000|3|1|140.88|210.65|2004|2|N|LV00000334
2023|45110000|3|2|82.64|85.74|1963|4|N|LV00000335
2023|43110000|2|1|68.14|180.07|2020|2|N|LV00000336
2023|42110000|1|1|65.12|228.19|1981|4|N|LV00000337
2023|11110000|2|1|111.93|76.64|1976|4|N|LV00000338
2023|41150000|2|3|117.2|110.83|2005|2|N|LV00000339
2023|41110000|3|1|168.72|32.4|1998|3|N|LV00000340
2023|41150000|2|9|184.94|289.99|1992|4|N|LV00000341
2023|27110000|2|2|75.65|271.87|2018|2|N|LV00000342
2023|41110000|2|2|79.73|54.89|1986|4|N|LV00000343
2023|26140000|3|3|70.61|254.71|1993|4|N|LV00000344
2023|44130000|2|1|74.37|177.43|1989|4|N|LV00000345
2023|27110000|1|9|151.13|290.42|1970|4|N|LV00000346
2023|45110000|3|2|133.24|167.56|1979|4|N|LV00000347
2023|46110000|2|1|34.01|85.83|1997|3|N|LV00000348
2023|44130000|2|9|123.06|261.19|1967|4|N|LV00000349
2023|41110000|2|1|172.59|283.27|2006|2|N|LV00000350
2023|41110000|1|1|30.84|173.28|1997|3|N|LV00000351
2023|41110000|3|3|182.99|140.08|2000|3|N|LV00000352
2023|44130000|1|2|66.22|239.28|2011|2|N|LV00000353
2023|45110000|2|3|79.0|52.72|1990|4|N|LV00000354
2023|43110000|2|1|91.91|257.53|2009|2|N|LV00000355
2023|43110000|1|9|45.61|262.42|2007|2|N|LV00000356
2023|28110000|2|2|37.72|109.87|1974|4|N|LV00000357
2023|26110000|1|1|63.31|33.05|1977|4|N|LV00000358
2023|26140000|2|9|20.97|32.65|1987|4|N|LV00000359
2023|47110000|5|3|123.91|294.08|1966|4|N|LV00000360
2023|27110000|2|3|44.21|240.71|1994|3|N|LV00000361
2023|41110000|4|2|36.8|126.85|2017|2|N|LV00000362
2023|41110000|2|2|121.38|270.14|2010|2|N|LV00000363
2023|26140000|3|1|126.67|270.91|2005|2|N|LV00000364
2023|11170000|1|2|138.78|275.22|1972|4|N|LV00000365
2023|11200000|2|2|110.68|165.47|2010|2|N|LV00000366
2023|11200000|2|2|179.18|251.52|1968|4|N|LV00000367
2023|11200000|1|1|42.47|40.16|1985|4|N|LV00000368
2023|11140000|4|3|161.53|73.2|2018|2|N|LV00000369
2023|46110000|2|1|94.02|200.77|2007|2|N|LV00000370
2023|11140000|2|2|182.62|58.08|1969|4|N|LV00000371
2023|11170000|2|2|62.22|41.7|1992|4|N|LV00000372
2023|41130000|2|1|190.6|59.26|2022|2|N|LV00000373
2023|46110000|4|2|176.09|152.69|1988|4|N|LV00000374
2023|42110000|2|1|51.17|161.84|1997|3|N|LV00000375
2023|11170000|1|1|98.29|280.02|1984|4|N|LV00000376
2023|41150000|2|3|63.75|143.88|1991|4|Y|LV00000377
2023|41150000|1|2|45.57|168.88|1992|4|N|LV00000378
2023|43110000|2|2|89.84|250.38|1971|4|N|LV00000379
2023|26110000|2|1|116.33|249.97|2019|2|N|LV00000380
2023|27110000|4|2|92.28|118.18|2014|2|N|LV00000381
2023|47110000|4|1|79.7|225.63|1966|4|Y|LV00000382
2023|44130000|1|1|79.02|269.18|1970|4|N|LV00000383
2023|26110000|1|2|48.99|252.32|2000|3|N|LV00000384
2023|43110000|3|2|60.09|118.65|1985|4|N|LV00000385
2023|45110000|2|1|115.3|229.8|2002|3|N|LV00000386
2023|43110000|2|1|48.63|229.2|1963|4|N|LV00000387
2023|41150000|2|3|169.31|95.35|2007|2|N|LV00000388
2023|44130000|2|1|152.51|210.83|1961|4|N|LV00000389
2023|41130000|2|1|197.99|53.74|1972|4|N|LV00000390
2023|11200000|4|9|77.01|104.02|2005|2|N|LV00000391
2023|41110000|2|1|52.83|37.65|1981|4|Y|LV00000392
2023|41130000|2|2|33.59|65.35|1973|4|N|LV00000393
2023|43110000|2|3|82.99|58.74|2015|2|N|LV00000394
2023|44130000|4|2|185.77|285.63|1997|3|N|LV00000395
2023|11170000|2|2|126.42|74.23|1978|4|N|LV00000396
2023|11140000|2|2|192.54|49.58|2005|2|N|LV00000397
2023|11170000|1|1|184.52|232.57|1968|4|N|LV00000398
2023|26110000|4|1|88.35|205.1|1990|4|N|LV00000399
2023|26110000|2|9|98.83|201.74|1971|4|N|LV00000400
2023|41110000|5|1|73.88|270.82|2001|3|N|LV00000401
2023|43110000|2|3|153.54|209.94|1977|4|N|LV00000402
2023|28110000|2|2|122.49|210.43|1975|4|N|LV00000403
2023|28110000|2|2|31.42|153.38|1976|4|N|LV00000404
2023|46110000|2|2|185.36|182.73|2011|2|Y|LV00000405
2023|43110000|5|2|161.39|236.81|2014|2|N|LV00000406
2023|43110000|2|2|187.93|126.96|1972|4|N|LV00000407
2023|43110000|3|2|64.9|39.73|1969|4|N|LV00000408
2023|11110000|3|3|155.54|145.15|1997|3|N|LV00000409
2023|43110000|2|3|134.09|131.76|2000|3|N|LV00000410
2023|28110000|2|1|42.17|79.08|2012|2|N|LV00000411
2023|41150000|3|1|66.72|221.37|2011|2|N|LV00000412
2023|43110000|2|3|54.52|247.21|2009|2|N|LV00000413
2023|11110000|2|1|47.61|72.81|1962|4|N|LV00000414
2023|42110000|3|3|136.89|159.93|1963|4|N|LV00000415
2023|46110000|2|1|175.89|118.05|1971|4|N|LV00000416
2023|41130000|5|1|197.82|183.35|1983|4|N|LV00000417
2023|42110000|2|1|58.71|55.37|2006|2|N|LV00000418
2023|11140000|2|1|141.36|282.21|2013|2|N|LV00000419
2023|43110000|2|3|34.1|47.19|2005|2|N|LV00000420
2023|46110000|3|2|63.03|252.08|2013|2|N|LV00000421
2023|27110000|5|9|172.53|82.54|1983|4|N|LV00000422
2023|28110000|2|2|189.47|238.14|2000|3|N|LV00000423
2023|41110000|2|3|194.72|106.16|1968|4|N|LV00000424
2023|11170000|1|2|103.6|243.24|1966|4|N|LV00000425
2023|11140000|2|2|152.45|277.24|2012|2|N|LV00000426
2023|11140000|2|3|86.44|282.63|1985|4|N|LV00000427
2023|11170000|2|2|146.18|263.16|2005|2|N|LV00000428
