기준연월|공휴일구분코드|가맹점행정구역분류시도코드|가맹점행정구역분류시군구코드|가맹점행정구역분류코드|가맹점법정동코드|가맹점행정구역분류시도명|가맹점행정구역분류시군구명|가맹점행정구역분류명|가맹점법정동명|통합카드업종3레벨코드|통합카드업종3레벨명|조직구분코드|통합카드성별코드|통합카드5세단위연령코드|통합카드직업코드|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드혼인구분코드|통합카드가구형태코드|카드사용건수|카드사용금액|1인당평균사용금액
202412|W|42|47110|11140000|1117000000|서울특별시|중구|강남|명동1가|FF0102|카페|2|1|13|2|47|43110|11110000|4113000000|부산|강남구|역삼동|역삼1동|1|5|195|3636676|18649
202412|W|41|27110|45110000|4111000000|서울특별시|성동구|명동|서교동|FF0102|마트|1|1|15|3|44|44130|47110000|2711000000|서울|수원시|서초동|역삼1동|1|5|86|2883311|33526
202412|H|44|27110|41130000|4311000000|서울특별시|종로구|명동|역삼동|LL0102|병원|1|2|12|2|11|41110|26110000|2811000000|대구|서초구|인계동|역삼1동|1|5|250|3899190|15596
202412|W|11|43110|27110000|4113000000|서울특별시|종로구|홍대|서교동|HH0101|한식|2|1|14|3|42|46110|11140000|2711000000|대구|강남구|서초동|역삼1동|1|5|290|4424293|15256
202412|H|42|46110|28110000|2711000000|서울특별시|성동구|강남|서교동|FF0101|마트|2|x|14|8|41|42110|11140000|4113000000|인천|성남시|역삼동|서초1동|1|5|5|4636185|927237
202412|W|45|11170|42110000|4115000000|서울특별시|성동구|홍대|명동1가|JJ0101|약국|1|1|12|5|27|46110|46110000|1114000000|경기|성남시|인계동|서초1동|2|3|35|2435405|69583
202412|W|27|41130|27110000|4511000000|서울특별시|용산구|강남|서교동|GG0101|마트|2|x|13|7|42|41150|41110000|1111000000|서울|성남시|서초동|역삼1동|2|5|254|75825|298
202412|W|47|26140|11170000|1114000000|서울특별시|성동구|강남|명동1가|HH0101|마트|1|1|15|5|44|27110|11170000|4611000000|서울|서초구|서초동|서초1동|1|3|11|4862662|442060
202412|H|47|41150|27110000|4311000000|서울특별시|중구|명동|명동1가|LL0101|마트|1|2|15|10|45|27110|46110000|4511000000|부산|성남시|서초동|서초1동|x|5|103|3168819|30765
202412|W|11|46110|47110000|2811000000|서울특별시|용산구|명동|명동1가|LL0102|마트|2|1|15|8|46|42110|11200000|4113000000|경기|서초구|역삼동|역삼1동|1|5|280|2713648|9691
202412|H|27|26140|11140000|4111000000|서울특별시|용산구|신촌|역삼동|FF0101|약국|1|1|14|4|27|44130|45110000|4511000000|경기|수원시|역삼동|역삼1동|1|2|109|3837654|35207
202412|W|46|28110|11140000|4311000000|서울특별시|종로구|명동|서교동|FF0101|병원|1|1|15|10|42|43110|27110000|2811000000|인천|성남시|역삼동|역삼1동|x|5|203|1035602|5101
202412|W|44|41150|46110000|4511000000|서울특별시|성동구|강남|역삼동|LL0201|한식|1|1|15|4|26|43110|41130000|4511000000|대구|서초구|서초동|역삼1동|1|3|234|1001364|4279
202412|H|27|26140|44130000|4511000000|서울특별시|용산구|강남|명동1가|FF0201|카페|1|1|14|6|46|11140|43110000|2611000000|경기|서초구|인계동|서초1동|1|5|128|4554057|35578
202412|H|44|26140|43110000|4711000000|서울특별시|중구|홍대|역삼동|LL0201|약국|1|x|13|5|11|43110|27110000|4113000000|경기|수원시|서초동|서초1동|1|5|274|3852255|14059
202412|H|43|11200|46110000|2614000000|서울특별시|성동구|홍대|명동1가|LL0101|약국|1|1|12|6|46|11200|11140000|2614000000|대구|강남구|역삼동|역삼1동|1|x|57|3109134|54546
202412|H|42|41130|41130000|2611000000|서울특별시|성동구|홍대|명동1가|FF0201|병원|1|1|14|5|42|27110|46110000|4711000000|경기|서초구|인계동|역삼1동|1|5|219|3281208|14982
202412|W|45|41130|41110000|4211000000|서울특별시|용산구|명동|역삼동|JJ0101|약국|1|2|13|5|11|11110|41130000|2711000000|서울|수원시|역삼동|서초1동|2|4|270|2159644|7998
202412|H|46|43110|46110000|4211000000|서울특별시|용산구|명동|명동1가|LL0201|약국|2|2|14|10|43|42110|11170000|4311000000|경기|서초구|역삼동|역삼1동|1|3|65|2186855|33643
202412|W|47|28110|11200000|4511000000|서울특별시|중구|명동|명동1가|HH0101|약국|1|1|13|8|27|41110|43110000|4611000000|인천|서초구|서초동|역삼1동|1|5|91|2965068|32583
202412|H|44|42110|26110000|1117000000|서울특별시|성동구|강남|역삼동|FF0101|약국|1|1|14|10|44|26140|45110000|2614000000|경기|서초구|역삼동|서초1동|x|x|7|885829|126547
202412|W|43|28110|44130000|4611000000|서울특별시|중구|강남|역삼동|KK0101|마트|1|2|15|1|41|41110|41110000|4711000000|인천|성남시|서초동|서초1동|1|4|192|3376616|17586
202412|H|46|27110|42110000|4115000000|서울특별시|종로구|홍대|명동1가|GG0102|병원|1|1|13|4|46|43110|26140000|1111000000|경기|성남시|인계동|서초1동|1|5|298|629172|2111
202412|W|44|11140|11200000|4611000000|서울특별시|성동구|강남|역삼동|FF0101|약국|1|2|15|8|41|41110|11200000|4711000000|대구|수원시|인계동|역삼1동|2|5|38|2430976|63973
202412|W|27|26140|47110000|4413000000|서울특별시|중구|명동|명동1가|GG0102|한식|1|2|10|5|43|11200|41110000|4111000000|경기|강남구|서초동|역삼1동|2|4|73|1482853|20313
202412|W|11|28110|27110000|1111000000|서울특별시|용산구|명동|서교동|FF0102|병원|1|1|14|9|26|41130|44130000|4413000000|경기|성남시|인계동|역삼1동|1|5|236|4514317|19128
202412|H|42|41150|11200000|4113000000|서울특별시|종로구|명동|서교동|LL0301|마트|1|1|15|4|42|47110|41150000|4115000000|서울|서초구|서초동|역삼1동|2|3|51|4406213|86396
202412|H|44|41150|47110000|4115000000|서울특별시|중구|강남|서교동|LL0102|병원|2|x|14|7|42|11140|26110000|4611000000|서울|수원시|역삼동|서초1동|1|4|28|1030453|36801
202412|W|26|27110|47110000|4311000000|서울특별시|중구|홍대|명동1가|GG0101|병원|1|2|15|2|41|43110|11110000|1111000000|서울|수원시|인계동|서초1동|2|2|5|3416991|683398
202412|W|45|41150|26110000|4115000000|서울특별시|중구|강남|서교동|FF0102|한식|1|2|15|6|45|45110|11110000|4611000000|서울|수원시|역삼동|역삼1동|1|5|238|4699654|19746
202412|W|47|46110|27110000|4311000000|서울특별시|성동구|홍대|역삼동|HH0201|카페|1|2|12|10|42|45110|11170000|1120000000|경기|성남시|인계동|서초1동|1|4|119|1069006|8983
202412|W|27|28110|28110000|4511000000|서울특별시|종로구|명동|서교동|HH0101|한식|1|2|14|5|11|44130|41150000|1120000000|대구|수원시|서초동|서초1동|2|5|256|844934|3300
202412|H|47|41130|47110000|2811000000|서울특별시|성동구|신촌|역삼동|HH0101|병원|2|2|15|9|45|28110|11170000|1117000000|인천|서초구|역삼동|역삼1동|1|5|205|3255239|15879
202412|W|43|43110|47110000|1117000000|서울특별시|성동구|강남|명동1가|HH0201|병원|1|1|14|2|26|45110|11140000|2611000000|경기|서초구|인계동|역삼1동|2|5|205|1193242|5820
202412|W|45|41130|41150000|2811000000|서울특별시|성동구|강남|서교동|II0101|병원|1|x|14|5|43|11170|11170000|4111000000|대구|성남시|서초동|서초1동|2|4|52|2446059|47039
202412|W|46|47110|27110000|2811000000|서울특별시|성동구|강남|서교동|LL0101|약국|1|2|15|4|46|44130|46110000|4711000000|대구|성남시|서초동|서초1동|1|3|113|3122965|27636
202412|W|26|26110|27110000|4413000000|서울특별시|성동구|신촌|명동1가|GG0101|마트|1|1|13|5|43|43110|41150000|1120000000|경기|서초구|인계동|서초1동|2|5|97|4584132|47259
202412|W|26|47110|47110000|4711000000|서울특별시|용산구|홍대|서교동|FF0102|카페|1|2|14|10|42|11110|11110000|4611000000|서울|성남시|서초동|역삼1동|2|3|226|4864278|21523
202412|W|42|26110|26140000|1120000000|서울특별시|중구|신촌|서교동|II0101|한식|1|1|14|10|44|42110|27110000|4511000000|서울|성남시|인계동|역삼1동|1|4|62|429821|6932
202412|W|47|26110|11170000|1114000000|서울특별시|중구|명동|명동1가|GG0102|마트|1|1|12|6|41|26110|41110000|1120000000|서울|성남시|역삼동|서초1동|1|5|193|2533984|13129
202412|H|42|41130|41150000|1114000000|서울특별시|종로구|홍대|서교동|HH0101|카페|2|1|14|1|46|11200|11110000|2611000000|인천|성남시|인계동|역삼1동|1|5|9|2207588|245287
202412|W|46|28110|11200000|4711000000|서울특별시|용산구|강남|명동1가|LL0201|마트|1|2|14|8|44|27110|41150000|4611000000|인천|서초구|역삼동|역삼1동|2|5|104|121468|1167
202412|H|26|44130|46110000|4111000000|서울특별시|용산구|강남|명동1가|LL0201|한식|1|2|15|5|43|47110|42110000|4711000000|경기|강남구|서초동|서초1동|1|5|236|4155803|17609
202412|W|47|11110|43110000|2811000000|서울특별시|종로구|신촌|서교동|GG0201|마트|1|1|11|9|26|11170|27110000|2711000000|경기|수원시|서초동|서초1동|1|5|214|4484207|20954
202412|W|41|42110|28110000|4511000000|서울특별시|용산구|신촌|역삼동|HH0101|마트|2|2|14|1|42|41110|26110000|4511000000|서울|서초구|역삼동|역삼1동|x|1|123|4996467|40621
202412|W|26|41130|41110000|1114000000|서울특별시|용산구|명동|서교동|LL0201|한식|1|1|14|9|46|41130|41130000|4711000000|부산|성남시|인계동|서초1동|1|5|64|303419|4740
202412|W|45|44130|44130000|4211000000|서울특별시|종로구|신촌|서교동|LL0101|한식|1|2|14|1|43|46110|11170000|2711000000|서울|서초구|인계동|서초1동|2|3|8|3236534|404566
202412|W|26|43110|11200000|4511000000|서울특별시|종로구|신촌|역삼동|GG0101|한식|1|1|14|8|47|42110|44130000|1114000000|경기|강남구|역삼동|서초1동|1|5|47|1645127|35002
202412|W|45|27110|46110000|2811000000|서울특별시|종로구|홍대|서교동|LL0301|한식|1|1|12|10|44|41150|11200000|4211000000|대구|수원시|인계동|역삼1동|2|5|257|1434925|5583
202412|W|26|11170|46110000|4113000000|서울특별시|성동구|신촌|서교동|II0101|병원|1|1|13|4|45|26110|46110000|1111000000|서울|성남시|서초동|서초1동|2|5|168|3173875|18892
202412|W|26|27110|43110000|4611000000|서울특별시|중구|명동|역삼동|GG0101|한식|1|1|14|10|26|11110|42110000|4611000000|부산|강남구|인계동|서초1동|1|5|172|3415812|19859
202412|H|47|47110|11200000|4111000000|서울특별시|종로구|신촌|역삼동|GG0201|카페|1|2|13|4|43|41110|43110000|4413000000|서울|수원시|역삼동|역삼1동|1|5|198|4378618|22114
202412|H|42|45110|11140000|1117000000|서울특별시|종로구|홍대|역삼동|FF0101|병원|1|1|15|9|41|26110|41130000|4113000000|경기|서초구|서초동|역삼1동|1|5|17|3180916|187112
202412|W|45|41110|41150000|2711000000|서울특별시|용산구|명동|명동1가|FF0102|약국|1|1|15|9|44|11170|46110000|4113000000|부산|서초구|역삼동|서초1동|1|5|179|714879|3993
202412|H|43|28110|11140000|2614000000|서울특별시|종로구|명동|서교동|LL0101|병원|1|2|13|1|44|41130|41150000|1114000000|부산|수원시|서초동|서초1동|1|2|19|649178|34167
202412|W|27|11170|47110000|4211000000|서울특별시|종로구|홍대|명동1가|KK0101|마트|1|1|15|2|27|41110|11170000|2614000000|인천|강남구|역삼동|역삼1동|2|5|14|3855997|275428
202412|W|41|46110|26110000|4311000000|서울특별시|종로구|홍대|명동1가|LL0201|마트|2|2|12|3|45|11170|41110000|4611000000|대구|성남시|서초동|역삼1동|1|5|34|1116654|32842
202412|W|46|11140|11140000|2711000000|서울특별시|성동구|명동|역삼동|FF0201|한식|1|1|10|7|44|26140|11200000|4113000000|서울|서초구|서초동|서초1동|2|5|168|4743907|28237
202412|H|44|44130|26140000|2811000000|서울특별시|용산구|홍대|역삼동|GG0101|병원|2|1|13|10|26|46110|41150000|4511000000|부산|성남시|인계동|역삼1동|2|4|33|3064764|92871
202412|W|45|44130|45110000|2614000000|서울특별시|용산구|신촌|명동1가|LL0301|마트|1|2|13|8|45|42110|28110000|4111000000|서울|성남시|서초동|서초1동|1|5|167|4413956|26430
202412|W|11|27110|26110000|4113000000|서울특별시|중구|강남|역삼동|HH0201|마트|1|x|15|9|41|42110|41150000|4311000000|서울|성남시|역삼동|서초1동|1|3|72|1457451|20242
202412|W|11|41150|11200000|4413000000|서울특별시|용산구|신촌|서교동|LL0102|한식|1|1|14|3|46|41130|41110000|4711000000|대구|강남구|서초동|서초1동|1|5|233|907276|3893
202412|W|41|11110|41150000|2811000000|서울특별시|성동구|홍대|서교동|FF0201|병원|1|1|13|1|46|26110|44130000|1117000000|대구|성남시|역삼동|서초1동|2|x|28|4110656|146809
202412|W|11|26140|45110000|2614000000|서울특별시|중구|명동|명동1가|FF0201|병원|1|x|13|9|42|11140|11200000|4611000000|부산|수원시|역삼동|서초1동|1|5|246|4143724|16844
202412|H|43|11110|11200000|4113000000|서울특별시|중구|신촌|역삼동|JJ0101|약국|1|2|10|7|45|26140|28110000|4113000000|인천|서초구|역삼동|서초1동|1|5|133|2022563|15207
202412|H|45|44130|41130000|4511000000|서울특별시|중구|신촌|역삼동|FF0201|약국|1|1|13|3|42|11200|41110000|1117000000|인천|성남시|역삼동|역삼1동|1|5|298|322408|1081
202412|W|11|11140|11170000|2614000000|서울특별시|성동구|신촌|역삼동|JJ0101|카페|2|1|14|8|44|11140|42110000|4611000000|대구|수원시|서초동|서초1동|1|1|278|922161|3317
202412|W|45|11140|47110000|1120000000|서울특별시|중구|명동|서교동|GG0201|병원|1|1|11|5|41|41130|26140000|4111000000|인천|수원시|인계동|역삼1동|1|5|151|2681956|17761
202412|W|42|45110|42110000|4711000000|서울특별시|중구|신촌|명동1가|LL0301|한식|2|2|14|5|47|44130|27110000|1120000000|서울|서초구|서초동|역삼1동|1|2|116|3090981|26646
202412|W|26|43110|46110000|4611000000|서울특별시|중구|홍대|명동1가|GG0102|카페|1|2|15|9|46|43110|26110000|2711000000|부산|성남시|역삼동|역삼1동|1|1|172|3489346|20286
202412|W|27|46110|11140000|2611000000|서울특별시|성동구|명동|명동1가|LL0201|카페|1|x|10|9|47|27110|44130000|4111000000|부산|서초구|인계동|서초1동|1|5|13|4889062|376081
202412|H|27|45110|45110000|2711000000|서울특별시|중구|신촌|역삼동|LL0201|병원|1|1|14|8|45|28110|42110000|2611000000|경기|성남시|역삼동|역삼1동|2|5|68|2364653|34774
202412|W|41|45110|11140000|2711000000|서울특별시|성동구|명동|서교동|LL0102|약국|1|2|15|1|27|11140|11170000|2614000000|대구|수원시|서초동|서초1동|1|5|290|2328654|8029
202412|H|44|45110|11110000|1114000000|서울특별시|중구|신촌|서교동|GG0201|한식|2|2|15|5|44|41130|42110000|1111000000|대구|서초구|역삼동|서초1동|2|5|112|2519471|22495
202412|W|46|46110|41150000|4311000000|서울특별시|성동구|홍대|명동1가|LL0201|병원|1|2|15|10|46|26110|43110000|4111000000|인천|수원시|서초동|서초1동|1|5|257|855820|3330
202412|W|27|41110|41130000|4115000000|서울특별시|용산구|강남|서교동|FF0101|카페|1|1|15|5|44|44130|11170000|1111000000|인천|서초구|역삼동|서초1동|1|3|81|767464|9474
202412|W|46|43110|11200000|4115000000|서울특별시|중구|홍대|역삼동|LL0101|한식|1|1|15|1|42|26140|46110000|1117000000|부산|수원시|인계동|역삼1동|1|4|232|3851588|16601
202412|W|43|41130|41130000|2614000000|서울특별시|성동구|명동|역삼동|KK0101|마트|1|1|13|6|45|26110|11110000|2614000000|대구|성남시|역삼동|서초1동|1|5|55|1882800|34232
202412|W|47|44130|11140000|4711000000|서울특별시|중구|신촌|역삼동|KK0101|한식|1|2|15|1|42|43110|41110000|2811000000|인천|성남시|서초동|서초1동|1|2|253|1629028|6438
202412|H|43|46110|44130000|2614000000|서울특별시|중구|명동|서교동|LL0101|카페|1|2|12|8|11|11200|26110000|2614000000|대구|성남시|서초동|역삼1동|1|3|174|4282595|24612
202412|W|46|11170|47110000|1114000000|서울특별시|중구|강남|역삼동|LL0201|병원|1|x|14|3|11|47110|11110000|4115000000|인천|수원시|역삼동|역삼1동|x|2|5|1893236|378647
202412|H|27|11200|11200000|4511000000|서울특별시|용산구|신촌|서교동|FF0101|마트|1|1|13|3|46|11170|27110000|1111000000|부산|성남시|서초동|서초1동|2|5|143|3084199|21567
202412|W|27|11200|43110000|4711000000|서울특별시|중구|강남|서교동|JJ0101|약국|1|1|14|3|43|26140|43110000|2711000000|대구|강남구|서초동|역삼1동|1|3|279|1741458|6241
202412|W|45|46110|28110000|4711000000|서울특별시|중구|신촌|명동1가|LL0201|마트|1|1|14|1|27|11140|44130000|4413000000|부산|서초구|인계동|역삼1동|2|5|82|261139|3184
202412|H|26|27110|47110000|4113000000|서울특별시|중구|명동|역삼동|II0101|한식|1|2|14|1|27|41110|26140000|1120000000|대구|성남시|역삼동|역삼1동|1|4|25|1952806|78112
202412|W|11|26110|28110000|2614000000|서울특별시|용산구|강남|역삼동|JJ0101|한식|1|1|15|5|43|41130|41110000|4311000000|서울|강남구|인계동|역삼1동|1|4|299|4691160|15689
202412|W|42|11110|11110000|2811000000|서울특별시|용산구|명동|서교동|KK0101|한식|1|2|13|9|11|11110|45110000|4115000000|인천|서초구|서초동|서초1동|1|1|72|2695638|37439
202412|H|26|45110|44130000|2614000000|서울특별시|성동구|강남|역삼동|FF0201|병원|1|1|14|4|26|11200|11200000|4611000000|서울|수원시|인계동|역삼1동|2|5|174|2739023|15741
202412|W|46|41110|26140000|4113000000|서울특별시|용산구|신촌|명동1가|KK0101|마트|1|2|10|5|46|44130|28110000|2611000000|인천|수원시|서초동|역삼1동|1|5|112|658309|5877
202412|W|47|45110|47110000|4113000000|서울특별시|종로구|홍대|서교동|LL0301|카페|1|1|13|5|44|42110|11200000|2711000000|서울|성남시|역삼동|서초1동|1|1|71|2128539|29979
202412|W|44|43110|41150000|2811000000|서울특별시|중구|신촌|서교동|FF0201|약국|2|1|11|10|11|44130|11110000|1111000000|부산|서초구|인계동|역삼1동|2|2|141|2792918|19807
202412|W|44|44130|11200000|1120000000|서울특별시|용산구|강남|명동1가|GG0201|한식|1|2|14|3|27|26110|41130000|1117000000|인천|서초구|인계동|서초1동|1|5|267|2014283|7544
202412|H|27|27110|44130000|4511000000|서울특별시|용산구|홍대|역삼동|LL0102|카페|1|x|15|7|44|26110|26140000|2811000000|서울|서초구|역삼동|서초1동|1|5|105|1104381|10517
202412|H|47|11140|46110000|4413000000|서울특별시|용산구|홍대|역삼동|FF0201|약국|1|2|10|1|26|47110|41150000|4113000000|부산|서초구|역삼동|서초1동|1|5|147|4638494|31554
202412|H|45|47110|47110000|4311000000|서울특별시|종로구|홍대|역삼동|LL0201|병원|1|1|10|9|11|26110|26110000|4111000000|경기|수원시|서초동|서초1동|1|5|186|2181694|11729
202412|W|26|41110|41110000|2811000000|서울특별시|성동구|신촌|역삼동|FF0101|병원|1|2|14|9|11|27110|11200000|1120000000|대구|수원시|역삼동|역삼1동|2|1|155|4838477|31215
202412|H|11|45110|11200000|4211000000|서울특별시|용산구|강남|서교동|LL0201|병원|2|x|15|2|27|43110|41110000|4511000000|경기|강남구|인계동|역삼1동|1|5|252|3705316|14703
202412|W|43|43110|46110000|4413000000|서울특별시|종로구|홍대|명동1가|II0101|카페|1|2|15|4|45|43110|11200000|2711000000|인천|서초구|인계동|역삼1동|1|5|161|894123|5553
202412|W|44|11170|11170000|4511000000|서울특별시|용산구|신촌|역삼동|FF0102|병원|1|1|13|2|47|28110|41110000|4711000000|서울|성남시|역삼동|역삼1동|1|5|115|188931|1642
202412|W|42|11200|11170000|4311000000|서울특별시|성동구|강남|명동1가|HH0101|카페|1|x|14|1|44|11200|11140000|4115000000|서울|서초구|인계동|서초1동|1|4|222|4480358|20181
202412|W|26|11170|43110000|4611000000|서울특별시|종로구|신촌|명동1가|LL0101|약국|2|2|15|5|27|26110|44130000|2711000000|대구|성남시|역삼동|서초1동|1|x|2|613258|306629
202412|H|45|46110|27110000|4711000000|서울특별시|용산구|강남|역삼동|KK0101|마트|1|1|11|5|26|41110|26110000|2811000000|대구|수원시|역삼동|서초1동|1|5|252|3928635|15589
202412|W|11|11200|27110000|4113000000|서울특별시|종로구|강남|명동1가|FF0201|한식|2|2|15|7|27|44130|43110000|4511000000|경기|서초구|역삼동|역삼1동|x|5|83|2339371|28185
202412|W|47|45110|27110000|2711000000|서울특별시|용산구|신촌|명동1가|FF0101|마트|1|x|10|5|27|42110|46110000|4311000000|경기|수원시|역삼동|서초1동|1|1|87|4076424|46855
202412|H|11|11140|42110000|4511000000|서울특별시|성동구|신촌|역삼동|HH0201|약국|2|2|13|5|41|26140|42110000|4211000000|인천|수원시|서초동|서초1동|1|3|165|2333846|14144
202412|H|26|26110|44130000|2614000000|서울특별시|중구|강남|역삼동|FF0201|약국|1|1|14|10|43|42110|44130000|4211000000|인천|수원시|서초동|서초1동|1|3|290|2000495|6898
202412|W|46|26110|43110000|4413000000|서울특별시|종로구|강남|역삼동|LL0301|약국|1|2|11|10|44|41150|41130000|4111000000|대구|서초구|역삼동|서초1동|2|x|46|1090282|23701
202412|W|11|45110|26110000|2811000000|서울특별시|용산구|강남|서교동|JJ0101|카페|1|x|15|8|47|11170|11200000|1111000000|인천|강남구|인계동|서초1동|1|5|5|4176748|835349
202412|W|26|11170|28110000|4413000000|서울특별시|용산구|명동|역삼동|LL0201|한식|1|2|15|9|26|45110|41130000|4113000000|경기|성남시|서초동|서초1동|1|4|113|2978490|26358
202412|W|43|46110|28110000|4111000000|서울특별시|용산구|강남|역삼동|KK0101|한식|1|2|15|8|45|11110|26140000|2711000000|대구|서초구|인계동|역삼1동|1|5|206|3290764|15974
202412|W|41|42110|42110000|4115000000|서울특별시|성동구|신촌|서교동|GG0101|병원|1|x|13|2|42|41150|45110000|4511000000|서울|강남구|서초동|서초1동|2|x|230|655196|2848
202412|W|42|27110|42110000|2811000000|서울특별시|성동구|홍대|역삼동|LL0201|병원|1|2|15|6|11|46110|11110000|2711000000|부산|서초구|서초동|서초1동|1|5|142|3690368|25988
202412|W|44|41150|26110000|1114000000|서울특별시|용산구|신촌|역삼동|FF0101|마트|1|1|15|6|45|41110|44130000|2811000000|부산|서초구|서초동|역삼1동|1|5|161|229660|1426
202412|H|46|47110|43110000|2614000000|서울특별시|성동구|강남|서교동|LL0201|병원|1|1|15|1|47|42110|11200000|4111000000|부산|강남구|역삼동|서초1동|1|5|76|2171984|28578
202412|H|47|47110|27110000|4115000000|서울특별시|용산구|홍대|역삼동|KK0101|한식|2|2|15|8|26|45110|26110000|4111000000|서울|강남구|역삼동|서초1동|1|5|24|4613022|192209
202412|H|42|26140|41150000|4311000000|서울특별시|성동구|명동|서교동|HH0101|약국|1|2|14|9|46|44130|41150000|1120000000|경기|서초구|역삼동|서초1동|1|5|123|3381573|27492
202412|W|44|41150|11200000|4611000000|서울특별시|용산구|강남|역삼동|LL0201|한식|1|1|15|3|41|42110|26110000|4115000000|대구|서초구|역삼동|서초1동|2|5|188|995705|5296
202412|W|42|11140|27110000|4311000000|서울특별시|성동구|강남|서교동|FF0201|마트|1|2|15|3|26|46110|45110000|2711000000|인천|수원시|인계동|역삼1동|1|5|133|4952335|37235
202412|W|42|11110|28110000|2611000000|서울특별시|종로구|홍대|명동1가|FF0102|마트|1|2|13|7|41|42110|11140000|4511000000|대구|강남구|인계동|역삼1동|1|3|52|2309354|44410
202412|W|43|47110|11110000|2711000000|서울특별시|용산구|명동|역삼동|LL0101|카페|2|2|12|8|45|47110|27110000|4413000000|서울|성남시|서초동|서초1동|1|5|154|944566|6133
202412|W|11|11140|26140000|4711000000|서울특별시|중구|명동|서교동|FF0201|병원|1|x|14|2|27|28110|43110000|4111000000|인천|성남시|인계동|역삼1동|1|4|132|3690534|27958
202412|W|43|26140|28110000|2711000000|서울특별시|종로구|신촌|명동1가|JJ0101|마트|1|x|14|3|46|41110|41130000|2611000000|인천|서초구|인계동|서초1동|1|2|100|1261150|12611
202412|W|11|46110|43110000|4413000000|서울특별시|중구|홍대|서교동|GG0102|약국|1|1|14|7|44|26140|41110000|2811000000|부산|강남구|역삼동|역삼1동|1|3|52|1740135|33464
202412|W|42|11140|47110000|4413000000|서울특별시|종로구|명동|서교동|FF0201|한식|1|1|14|9|42|47110|41150000|1120000000|경기|서초구|인계동|역삼1동|2|5|114|3180950|27903
202412|W|27|27110|41130000|1111000000|서울특별시|성동구|강남|명동1가|GG0201|병원|1|1|15|6|27|28110|11170000|2614000000|서울|서초구|인계동|역삼1동|x|5|229|1431806|6252
202412|W|41|11140|41130000|2711000000|서울특별시|중구|신촌|역삼동|GG0101|약국|1|2|14|3|26|11170|11140000|4211000000|인천|성남시|서초동|역삼1동|2|5|193|503102|2606
202412|H|11|26110|41110000|4611000000|서울특별시|중구|신촌|역삼동|GG0201|카페|1|2|10|6|44|28110|26140000|2611000000|경기|서초구|인계동|역삼1동|1|5|231|2740013|11861
202412|W|41|44130|26140000|2614000000|서울특별시|종로구|홍대|서교동|LL0101|마트|1|1|13|8|41|43110|11110000|4311000000|서울|강남구|서초동|서초1동|1|2|35|1065430|30440
