"조사연도","MD제공용_가구고유번호","가중값","수도권여부","가구원수","노인가구여부","가구주_만연령","입주형태코드","주택종류통합코드","자산","자산_금융자산","자산_실물자산","자산_실물자산_부동산_거주주택금액","부채","부채_금융부채_담보대출금액","순자산","경상소득(보완)","경상소득_공적이전소득(보완)","처분가능소득(보완)[경상소득(보완)-비소비지출(보완)]","지출_소비지출비","지출_소비지출_식료품(외식비포함)","지출_소비지출_의료비","지출_비소비지출(보완)","지출_비소비지출_세금(보완)","지출_비소비지출_공적연금사회보험료(보완)","지출_비소비지출_연간지급이자(조사2)","가구주_은퇴여부","가구주_미은퇴_최소생활비","가구주_미은퇴_적정생활비","가구주_은퇴_적정생활비충당여부"
2023,010100252,1670.163491919,G2,3,G2,40,1,G2,24321,6240,18081,16000,12440,11650,11881,3989,330,3370,1455,600,15,619,95,172,352,1,200,250,
2023,010100262,435.405857872,G2,1,G2,60,1,G2,10950,2650,8300,8300,0,0,10950,758,737,746,551,334,5,12,7,0,0,2,0,0,4
2023,010100272,1204.758774861,G2,1,G1,81,1,G2,26850,1300,25550,21000,500,0,26350,1060,615,894,1185,480,140,166,17,114,0,2,0,0,3
2023,010100282,2544.533861242,G2,3,G2,55,1,G2,53500,11600,41900,22000,16000,10000,37500,16424,10,13270,4720,1500,120,3154,1410,1250,324,1,200,300,
2023,010100312,4633.841320151,G1,4,G2,59,1,G2,92030,9380,82650,70000,24230,14630,67800,8694,0,6642,4930,1420,60,2052,370,852,800,1,300,400,
2023,010100372,1199.982097856,G1,3,G2,59,1,G2,120780,24930,95850,85000,1100,0,119680,7430,60,6622,5060,2500,150,808,184,424,0,1,150,200,
2023,010100382,2555.664383935,G1,2,G1,65,3,G2,16660,15860,800,0,0,0,16660,2684,2672,2454,2220,1000,150,230,28,152,0,2,0,0,4
2023,010101122,2053.693312732,G1,4,G2,53,1,G2,248950,31450,217500,180000,40770,38770,208180,14476,0,10239,5638,1900,150,4237,1916,1060,1131,1,400,600,
2023,010101162,1360.190553996,G1,2,G2,41,2,G3,254100,24100,230000,0,0,0,254100,11303,5335,10930,2070,860,500,373,325,48,0,1,200,250,
2023,010101172,2203.25680049,G1,3,G2,60,1,G3,48440,20740,27700,23700,30,0,48410,8174,0,7125,1664,400,200,1049,163,836,0,1,200,250,
2023,010101182,571.559879204,G1,3,G1,67,1,G2,220288,7788,212500,130000,1000,0,219288,6294,5262,5760,4406,2000,120,534,478,56,0,2,0,0,3
2023,010200132,1441.22491772,G1,3,G2,51,1,G1,101100,1100,100000,100000,13000,0,88100,6071,0,5317,2040,1230,50,754,317,437,0,1,300,400,
2023,010200172,795.419677496,G1,1,G1,91,1,G1,54333,1000,53333,53333,18000,0,36333,1204,369,1103,560,300,60,101,36,65,0,2,0,0,4
2023,010200182,1747.676499194,G1,1,G2,35,3,G4,5070,5070,0,0,0,0,5070,2555,0,2246,2346,720,100,309,30,229,0,1,500,600,
2023,010200192,1713.849102613,G1,1,G2,31,3,G1,16360,16260,100,0,12000,10000,4360,1458,423,825,2270,1000,100,633,3,55,375,1,200,250,
2023,010200212,1015.096466935,G2,1,G2,63,1,G2,20500,1500,19000,19000,4000,4000,16500,2538,1403,2323,1222,430,240,215,20,51,144,1,150,200,
2023,010200232,737.729959337,G2,2,G1,71,1,G1,6545,45,6500,6500,0,0,6545,2283,590,2101,1090,480,300,182,148,34,0,1,150,200,
2023,010200242,894.238407723,G2,1,G1,80,3,G1,532,532,0,0,0,0,532,999,979,919,686,240,60,80,0,0,0,2,0,0,5
2023,010200252,787.165193319,G2,1,G2,63,1,G3,10492,1064,9428,8000,0,0,10492,3673,1280,3507,1733,550,50,166,34,112,0,1,100,150,
2023,010200282,1093.614119455,G2,4,G2,40,1,G2,25260,2710,22550,21000,2376,2376,22884,4582,190,3909,3290,720,50,673,45,180,128,1,250,300,
2023,010200312,2001.073187265,G1,2,G1,68,1,G2,139600,1500,138100,70000,43500,40000,96100,8834,266,6022,3330,1400,100,2812,235,127,2400,1,200,300,
2023,010200332,1848.561646937,G1,4,G2,51,3,G3,8810,8550,260,0,0,0,8810,9321,150,8683,3727,1200,200,638,89,489,0,1,150,200,
2023,010200362,1541.773550905,G1,2,G1,75,1,G4,150250,250,150000,150000,9000,0,141250,3448,261,2712,2267,1200,245,736,285,451,0,2,0,0,4
2023,010201112,1159.777971515,G1,4,G2,42,2,G1,37320,37320,0,0,0,0,37320,13090,140,10176,6900,3000,300,2914,1498,1356,0,1,200,300,
2023,010201132,1088.688116913,G1,2,G2,59,3,G1,1900,1900,0,0,0,0,1900,7298,0,6405,2680,680,50,893,221,672,0,1,200,250,
2023,010201192,1533.539171162,G1,4,G2,49,1,G2,166196,40196,126000,125000,42000,42000,124196,8281,300,5539,5526,2000,60,2742,390,602,1200,1,300,500,
2023,010300142,1428.246930236,G1,1,G2,36,3,G4,81200,1200,80000,0,0,0,81200,6014,0,5679,3352,300,600,335,0,335,0,1,500,500,
2023,010300162,1036.552468418,G1,1,G2,34,3,G1,11100,11100,0,0,460,0,10640,3015,0,2830,2884,1300,10,185,21,164,0,1,200,300,
2023,010300172,1642.642683339,G1,1,G2,41,2,G3,30050,28750,1300,0,13500,13500,16550,1900,0,1161,1590,360,30,739,130,129,380,1,200,500,
2023,010300182,1036.552468418,G1,1,G2,30,2,G1,10500,10500,0,0,0,0,10500,3709,0,3201,1656,480,70,508,122,336,0,1,120,200,
2023,010300192,1324.015794006,G1,1,G2,53,3,G1,13040,13040,0,0,0,0,13040,2992,0,2620,1948,1080,60,372,28,224,0,1,200,300,
2023,010300212,654.701226549,G2,2,G1,80,1,G3,4340,290,4050,4000,0,0,4340,1761,1426,1754,1402,720,90,7,7,0,0,2,0,0,4
2023,010300222,1289.892020833,G2,1,G2,51,1,G2,20130,130,20000,20000,300,300,19830,5809,5,3709,1860,400,10,2100,364,515,11,1,200,300,
2023,010300232,1176.69470208,G2,3,G2,35,2,G2,44000,41300,2700,0,1500,0,42500,8474,120,6491,5290,2400,240,1983,65,488,1100,1,200,300,
2023,010300252,1358.12836093,G2,2,G2,28,2,G2,17820,17320,500,0,13000,13000,4820,7064,0,6229,3480,960,50,835,86,596,53,1,150,200,
2023,010300262,727.917875672,G2,5,G2,79,1,G1,66290,6490,59800,14000,5000,0,61290,5341,1354,3765,3676,1800,216,1576,97,279,0,2,0,0,3
2023,010300272,844.950094353,G2,1,G2,63,2,G4,4850,3350,1500,0,1000,0,3850,1940,0,1771,1064,240,120,169,2,132,35,1,100,200,
2023,010300282,650.913272982,G2,2,G2,67,1,G1,12015,4015,8000,8000,3000,0,9015,5300,1011,5024,2138,890,78,276,89,167,0,1,200,250,
2023,010300292,654.701226549,G2,2,G1,73,3,G1,1800,1800,0,0,0,0,1800,1679,1342,1668,970,300,48,11,1,0,0,2,0,0,5
2023,010300332,860.978475848,G1,1,G2,24,3,G1,2950,2950,0,0,2000,0,950,2519,449,2373,1761,600,125,146,2,144,0,1,200,300,
2023,010300352,2373.597232356,G1,3,G2,39,1,G2,81300,7300,74000,70000,26800,22800,54500,14584,144,11231,4560,1440,100,3353,1289,1164,500,1,400,1000,
2023,010300362,2378.110929597,G1,3,G2,63,1,G2,183620,10120,173500,70000,87000,46000,96620,19014,1064,13586,5514,2400,240,5428,1348,1340,2740,1,500,500,
2023,010300372,1184.533305045,G1,4,G2,42,1,G3,82792,40392,42400,39000,26700,0,56092,14022,30,9432,6870,1200,300,4590,1122,1238,2160,1,400,600,
2023,010300382,1491.084260871,G1,3,G2,46,3,G3,355448,53948,301500,0,184000,30000,171448,16579,0,14227,6840,2400,10,2352,617,727,808,1,500,500,
2023,010301102,1060.992539073,G1,3,G2,55,5,G4,3288,3288,0,0,0,0,3288,645,0,644,434,200,10,1,1,0,0,1,500,500,
2023,010301122,1126.097818387,G1,3,G2,60,1,G3,47068,2878,44190,40000,6000,6000,41068,6098,30,5537,4514,1520,380,561,147,402,0,1,200,250,
2023,010301132,963.241196833,G1,2,G2,66,1,G3,35810,2510,33300,30000,0,0,35810,1657,429,1066,1023,700,100,591,236,315,0,2,0,0,4
2023,010301152,1300.842020258,G1,2,G2,35,3,G3,8000,8000,0,0,0,0,8000,4809,0,3776,1280,600,50,1033,126,607,0,1,300,400,
2023,010301172,1701.414858842,G1,4,G2,79,1,G2,238792,8542,230250,70000,6000,0,232792,5091,191,3268,3024,1200,600,1823,574,1249,0,2,0,0,3
2023,010301182,1454.278906962,G1,2,G2,57,1,G2,68420,8420,60000,60000,0,0,68420,4493,955,3865,2510,1200,216,628,72,556,0,1,200,250,
2023,010301192,1138.518161684,G1,3,G2,37,2,G3,42102,31602,10500,0,19000,19000,23102,10771,400,8140,2970,1200,300,2631,354,1347,600,1,300,300,
2023,010900111,1368.518258481,G1,2,G2,53,1,G2,238850,29000,209850,200000,32400,28000,206450,28901,0,18957,5210,500,100,9944,5697,1910,1640,1,500,700,
2023,010900131,1850.95360084,G1,1,G2,59,2,G1,10300,10300,0,0,0,0,10300,1176,48,1066,1366,600,50,110,4,106,0,1,200,200,
2023,010900141,2468.614423353,G1,3,G2,51,2,G1,151660,69420,82240,0,24000,0,127660,9379,138,8268,5980,1800,20,1111,392,719,0,1,300,350,
2023,010900161,488.177011741,G1,2,G1,87,1,G2,144700,4100,140600,140000,0,0,144700,13354,480,12480,1108,480,120,874,770,84,0,2,0,0,4
2023,010900171,2609.581788398,G1,1,G2,46,2,G3,10140,10140,0,0,0,0,10140,3334,0,3037,1353,623,10,297,3,294,0,1,300,400,
2023,010900211,1040.268320213,G2,5,G2,56,2,G1,7110,7110,0,0,1000,0,6110,6295,880,5743,2880,1200,120,552,5,399,96,1,150,200,
2023,010900221,903.351143262,G2,2,G1,78,1,G2,16080,1080,15000,15000,0,0,16080,2265,1888,2251,1184,600,180,14,14,0,0,2,0,0,4
2023,010900251,4099.92872613,G2,1,G2,29,2,G4,23139,23139,0,0,6400,0,16739,6107,0,4461,2960,650,270,1646,275,721,350,1,200,300,
2023,010900271,775.52853029,G2,1,G1,75,5,G2,200,200,0,0,0,0,200,1196,703,1195,714,120,300,1,1,0,0,2,0,0,4
2023,010900291,844.723625304,G2,1,G1,71,1,G1,22000,1000,21000,6000,0,0,22000,1270,769,1194,760,500,5,76,26,0,0,2,0,0,3
2023,010900331,1374.451159344,G1,2,G1,72,1,G1,14900,1200,13700,12500,0,0,14900,1419,1150,1388,1118,550,120,31,31,0,0,2,0,0,4
2023,010900341,756.757518327,G1,2,G2,64,1,G1,39550,550,39000,39000,29500,0,10050,4873,236,3799,2290,720,400,1074,88,536,0,1,150,200,
2023,010900371,2322.588085848,G1,4,G2,43,3,G3,819,819,0,0,2134,0,-1315,4678,1039,4616,2154,900,10,62,1,25,36,1,150,200,
2023,010901101,2840.622740185,G1,1,G2,47,3,G1,5700,5700,0,0,0,0,5700,3405,30,3012,1610,600,120,393,89,304,0,1,200,300,
2023,011000162,1608.900510738,G1,2,G1,75,1,G2,86100,6000,80100,60000,0,0,86100,1375,0,940,2112,720,120,435,85,350,0,2,0,0,4
2023,011000172,2556.081346538,G1,2,G2,51,3,G1,5080,5080,0,0,0,0,5080,4159,18,3285,3070,1200,300,874,35,339,0,1,150,300,
2023,011000192,934.83081326,G1,3,G2,70,1,G2,465475,13675,451800,110000,70000,0,395475,11534,270,9451,5920,1800,140,2083,950,833,0,2,0,0,2
2023,011000202,1526.372618094,G2,2,G2,53,2,G3,10292,10262,30,0,8600,800,1692,3751,1522,3535,1744,650,120,216,2,40,174,1,100,100,
2023,011000232,1154.188282422,G2,5,G2,63,1,G2,80950,7950,73000,70000,9302,8002,71648,13606,1434,11896,6540,3800,100,1710,407,477,486,1,250,300,
2023,011000252,1737.740156056,G2,4,G2,38,3,G1,9192,8852,340,0,5000,5000,4192,8350,1160,7655,4536,1260,620,695,86,228,215,1,250,300,
2023,011000272,1365.174454159,G2,3,G2,46,1,G3,8500,500,8000,8000,0,0,8500,3376,854,3351,2093,1200,360,25,25,0,0,1,200,250,
2023,011000282,1614.695524088,G2,1,G2,48,2,G1,8350,8350,0,0,0,0,8350,1400,47,1339,780,360,30,61,6,19,0,1,150,200,
2023,011000292,1369.449861831,G2,4,G2,42,1,G2,105184,16184,89000,80000,5015,5000,100169,8848,440,7974,5610,1500,20,874,295,447,132,1,200,300,
2023,011000332,5016.972139682,G1,2,G2,32,3,G2,38840,19240,19600,0,11050,0,27790,6100,456,5400,3878,1200,150,700,50,350,0,1,300,400,
2023,011000342,1594.613824905,G1,2,G1,73,1,G2,84940,30440,54500,42000,0,0,84940,3673,1388,3242,1584,720,350,431,162,239,0,1,150,250,
2023,011000352,1069.733690603,G1,3,G2,69,2,G2,298180,223180,75000,0,11000,0,287180,19092,2279,16743,8470,2800,200,2349,875,1169,0,1,400,600,
2023,011000362,1817.156741064,G1,1,G1,80,3,G2,1700,1700,0,0,58,0,1642,1298,698,1297,1176,360,306,1,1,0,0,2,0,0,3
2023,011000372,1705.932484068,G1,3,G2,49,1,G1,63090,2490,60600,50000,0,0,63090,6525,0,4819,4191,1450,100,1706,791,915,0,1,250,250,
2023,011000382,1813.187847007,G1,1,G2,63,3,G1,2300,2300,0,0,0,0,2300,1800,0,1749,1341,400,5,51,1,0,0,1,200,250,
2023,011000392,2593.834493236,G1,3,G2,72,1,G2,87755,700,87055,85000,0,0,87755,7085,3949,6288,2380,1200,100,797,181,516,0,2,0,0,3
2023,011100102,2090.883705057,G1,5,G2,56,3,G3,6324,5824,500,0,1300,0,5024,5110,250,4298,4597,1200,50,812,40,314,228,1,250,400,
2023,011100112,3124.937459424,G1,1,G2,56,1,G3,49400,3100,46300,28000,24600,23600,24800,1025,0,148,1380,240,100,877,81,136,660,2,0,0,4
2023,011100152,2207.665271988,G1,4,G2,41,2,G2,141504,36604,104900,0,69100,11000,72404,12589,0,11184,4390,1200,30,1405,159,130,516,1,250,300,
2023,011100162,1091.350122274,G1,2,G1,80,1,G1,110448,448,110000,110000,27000,0,83448,3017,338,2369,2400,1500,100,648,301,263,84,2,0,0,3
2023,011100172,3687.744464988,G1,3,G2,53,3,G2,31704,28704,3000,0,11200,10000,20504,6247,216,5187,4800,840,120,1060,162,338,400,1,200,250,
2023,011100182,1663.748572499,G1,2,G1,85,1,G2,90850,10850,80000,80000,0,0,90850,3605,1999,3515,1900,700,100,90,90,0,0,2,0,0,2
2023,011100192,4525.250104593,G1,2,G2,35,2,G2,34740,34440,300,0,20000,20000,14740,8261,0,5799,3140,1200,240,2462,262,720,680,1,200,400,
2023,011100212,1999.004561313,G2,3,G2,68,1,G2,31377,9320,22057,22000,1202,1202,30175,4836,2023,4600,2520,1440,150,236,26,108,42,2,0,0,4
2023,011100222,1138.705699097,G2,4,G2,49,1,G2,119480,8480,111000,100000,43892,43892,75588,8843,460,6421,5240,1500,300,2422,430,472,1400,1,200,250,
2023,011100232,838.251793049,G2,2,G1,74,1,G2,372400,800,371600,120000,169430,149430,202970,13396,4741,3963,5430,1200,200,9433,1472,761,7200,1,400,500,
2023,011100252,1768.06443353,G2,4,G2,52,1,G2,57308,5058,52250,49300,17169,16224,40139,7637,0,5972,3369,1080,72,1665,450,662,528,1,200,300,
2023,011100272,1310.232281722,G2,1,G1,83,3,G2,270,270,0,0,0,0,270,813,813,813,627,360,10,0,0,0,0,2,0,0,3
2023,011100292,448.082263968,G2,1,G1,72,2,G1,6264,6264,0,0,1000,0,5264,1734,774,1665,964,480,100,69,1,15,33,1,100,150,
2023,011100312,5369.61234738,G1,4,G2,59,1,G2,393828,134758,259070,49000,21000,12500,372828,30826,0,26129,11015,3440,120,4697,2205,1818,450,1,250,300,
2023,011100332,2311.958198895,G1,5,G2,78,1,G2,79271,16460,62811,60000,10500,10500,68771,12370,945,10868,4592,1200,1500,1502,88,752,266,2,0,0,3
2023,011100362,2389.842939665,G1,1,G2,32,3,G2,9976,7776,2200,0,2060,0,7916,3089,0,2702,2414,720,24,387,94,279,14,1,250,500,
2023,011100382,5448.375398636,G1,3,G2,59,1,G2,135980,19980,116000,77000,33350,12350,102630,14964,200,9746,7848,2000,100,5218,2594,1025,349,1,250,400,
2023,011200112,2328.221682215,G1,1,G2,35,3,G4,1100,1100,0,0,0,0,1100,2389,902,2223,2596,960,200,166,1,165,0,1,200,300,
2023,011200142,817.503446981,G1,1,G1,76,3,G1,670,670,0,0,0,0,670,1100,1100,1100,697,200,25,0,0,0,0,2,0,0,5
2023,011200152,811.36091359,G1,1,G1,76,4,G1,150,150,0,0,0,0,150,1021,1005,1005,775,300,10,16,1,14,1,2,0,0,4
2023,011200162,650.126201462,G1,1,G2,50,2,G4,1700,1700,0,0,3000,0,-1300,2195,150,1377,780,360,20,818,171,227,420,1,200,300,
2023,011200172,1424.971396642,G1,3,G2,55,3,G1,9900,9900,0,0,0,0,9900,10843,70,9754,3840,800,600,1089,234,725,0,1,200,300,
2023,011200202,1139.692175333,G2,1,G2,36,3,G2,1044,1044,0,0,270,0,774,1653,5,1485,2400,500,280,168,61,45,12,1,300,400,
2023,011200212,911.202014143,G2,1,G2,25,3,G2,720,720,0,0,0,0,720,2394,5,2161,2164,600,250,233,1,202,0,1,250,300,
2023,011200222,1344.35395079,G2,1,G1,65,3,G3,650,650,0,0,632,0,18,2547,247,2353,1682,600,36,194,1,103,90,1,160,200,
2023,011200232,1202.740245215,G2,4,G2,52,1,G2,53130,10030,43100,40000,0,0,53130,1794,10,1377,4434,1560,180,417,140,207,0,1,300,500,
2023,011200242,953.497684817,G2,4,G2,48,1,G2,206834,112534,94300,90000,35000,35000,171834,30671,0,20428,6241,2000,172,10243,5166,1947,2780,1,200,300,
2023,011200252,938.319159909,G2,4,G2,44,1,G2,177099,6899,170200,90000,32000,0,145099,8744,0,7224,8596,2000,1000,1520,947,573,0,1,300,400,
2023,011200262,857.924450489,G2,4,G2,44,2,G2,26926,20226,6700,0,10550,6000,16376,7055,0,6032,4248,1320,50,1023,143,600,180,1,200,300,
2023,011200272,1199.702398228,G2,1,G1,81,1,G2,45050,2050,43000,43000,0,0,45050,824,572,696,1775,700,150,128,28,0,0,2,0,0,4
2023,011200282,521.546068086,G2,1,G2,30,3,G4,2080,1780,300,0,0,0,2080,2615,10,2368,1780,480,100,247,12,235,0,1,200,250,
2023,011200302,715.107909801,G1,4,G2,55,1,G2,189090,25790,163300,150000,1400,0,187690,16118,0,13563,8252,2000,2000,2555,1390,965,0,1,300,500,
2023,011200322,2975.696569477,G1,1,G1,81,1,G2,75300,6300,69000,69000,0,0,75300,1902,1548,1855,1560,360,360,47,47,0,0,2,0,0,3
2023,011200332,3729.686321141,G1,4,G2,38,3,G2,237555,72855,164700,0,76400,31400,161155,10913,340,125,8600,1800,200,10788,3136,1632,4220,1,300,500,
2023,011200342,3478.477313701,G1,2,G2,35,2,G2,88100,72600,15500,0,0,0,88100,12271,0,9403,2460,600,120,2868,777,1201,540,1,200,300,
2023,011200352,778.8539778,G1,3,G2,51,1,G2,186714,8364,178350,136000,50200,24200,136514,7470,977,5320,4160,1800,60,2150,524,426,1200,1,250,400,
2023,011200362,626.837538803,G1,1,G2,49,1,G2,64371,4371,60000,60000,0,0,64371,2185,0,1569,2900,1200,500,616,56,400,90,1,200,250,
2023,011200392,533.107689361,G1,1,G2,23,3,G1,5200,5200,0,0,0,0,5200,3020,43,2749,2016,600,40,271,12,209,0,1,200,300,
2023,011300102,1279.857535589,G1,1,G2,63,4,G1,10,10,0,0,0,0,10,1800,0,1785,1014,360,20,15,1,14,0,1,200,200,
2023,011300122,1136.429315089,G1,3,G2,44,1,G3,31800,300,31500,30000,8000,8000,23800,7299,590,5120,1616,600,300,2179,1053,730,396,1,300,450,
2023,011300212,1289.892020833,G2,1,G2,50,3,G4,720,720,0,0,1000,0,-280,2679,879,2668,1688,560,18,11,1,10,0,1,150,200,
2023,011300222,704.040953885,G2,4,G2,54,1,G3,66230,23230,43000,35000,0,0,66230,47678,0,28313,8110,1900,120,19365,15861,2504,0,1,300,500,
2023,011300232,655.246769974,G2,2,G2,65,1,G3,40844,10944,29900,17000,1012,0,39832,6667,350,5860,3158,900,500,807,134,383,0,1,150,200,
2023,011300242,248.263621777,G2,1,G2,39,3,G1,560,560,0,0,4552,0,-3992,1200,0,822,1140,360,10,378,1,137,240,1,300,400,
2023,011300262,446.577755696,G2,4,G2,47,2,G2,612080,147280,464800,0,77800,67800,534280,127195,0,72299,14800,3600,600,54896,45153,4883,2100,1,1000,1300,
2023,011300272,1102.357585017,G2,2,G2,64,1,G2,31460,3110,28350,27000,16000,14000,15460,2841,1359,2216,1480,720,100,625,34,194,337,2,0,0,4
2023,011300282,968.598821504,G2,4,G2,46,1,G2,57174,13374,43800,27000,1300,1300,55874,2945,40,2297,3800,1200,50,648,100,458,60,1,300,500,
2023,011300292,867.91260511,G2,1,G2,40,3,G1,756,756,0,0,2530,0,-1774,1798,598,1263,1210,240,10,535,5,18,492,1,150,200,
2023,011300312,2284.445568358,G1,1,G2,28,3,G1,52100,52100,0,0,0,0,52100,6328,0,5487,3058,480,40,841,259,482,0,1,200,300,
2023,011300322,1522.310908535,G1,3,G2,63,3,G1,27760,24760,3000,0,0,0,27760,5070,1238,4893,2644,1560,20,177,78,99,0,1,150,200,
2023,011300352,518.737725727,G1,3,G2,62,1,G2,324571,18515,306056,110000,70500,64000,254071,15812,0,10597,9600,3600,450,5215,2009,948,1628,1,300,400,
2023,011300372,2372.524747222,G1,3,G2,60,1,G2,190262,34274,155988,155000,0,0,190262,12801,0,11742,7965,2460,135,1059,530,529,0,1,500,600,
2023,011300392,1522.999059763,G1,3,G2,36,5,G1,3610,3110,500,0,0,0,3610,3981,120,3393,4684,1080,60,588,49,389,0,1,400,600,
2023,011301112,310.932794358,G1,5,G2,55,1,G2,219500,13800,205700,135000,27000,0,192500,15739,120,13502,7890,3000,100,2237,1243,824,170,1,300,400,
2023,011900151,1165.249704807,G1,1,G1,78,3,G1,8136,6936,1200,0,0,0,8136,716,695,626,636,180,30,90,3,87,0,2,0,0,4
2023,011900161,1995.423988749,G1,2,G2,53,2,G1,49100,19100,30000,0,0,0,49100,3909,0,3459,2231,1200,360,450,165,275,0,2,0,0,4
2023,011900171,1012.705824928,G1,2,G1,68,1,G1,72020,4520,67500,66000,12000,0,60020,20367,935,18910,3627,1200,142,1457,720,537,0,1,200,200,
2023,011900211,1023.058305898,G2,1,G2,60,1,G1,55422,15272,40150,40000,2800,0,52622,1818,0,1671,2044,600,70,147,29,88,0,1,200,300,
2023,011900231,1476.261078715,G2,3,G2,51,2,G2,31768,31688,80,0,16447,0,15321,9065,0,8375,2898,600,1200,690,16,510,134,1,100,150,
2023,011900241,1512.953127175,G2,3,G2,68,1,G2,29250,4050,25200,25000,0,0,29250,5111,802,4587,2130,750,120,524,29,319,176,1,100,150,
2023,011900251,1327.824116159,G2,1,G2,54,3,G3,330,330,0,0,1521,0,-1191,857,857,857,700,300,10,0,0,0,0,1,100,150,
2023,011900261,752.252660987,G2,1,G1,71,1,G1,14300,1300,13000,13000,0,0,14300,869,433,842,702,350,100,27,7,0,0,1,150,200,
2023,011900271,1198.297114456,G2,4,G2,44,1,G2,22647,8497,14150,14000,0,0,22647,3989,89,3608,3146,1080,60,381,94,287,0,1,200,300,
2023,011900281,1858.343244166,G2,3,G2,55,1,G2,64970,16320,48650,32000,0,0,64970,3625,0,3354,4166,1500,100,271,64,207,0,1,250,300,
2023,011900291,752.9577271,G2,2,G2,62,2,G2,143990,33640,110350,0,74500,62000,69490,8713,1646,6065,3727,1200,700,2648,187,246,1955,1,300,400,
2023,011900371,2687.990407709,G1,3,G2,67,1,G2,328145,28720,299425,145000,5000,0,323145,16784,1237,13574,3784,1000,300,3210,1764,876,0,1,250,300,
2023,011900381,8506.861129761,G1,1,G2,27,2,G1,5550,5550,0,0,0,0,5550,1285,0,1224,1008,360,24,61,1,60,0,1,100,250,
2023,011900391,1444.848907023,G1,1,G1,91,1,G1,33400,400,33000,33000,0,0,33400,1968,1545,1812,2328,1200,360,156,36,0,0,2,0,0,2
2023,012000112,1674.387138897,G1,1,G2,60,3,G1,5630,5630,0,0,1000,0,4630,3832,132,3617,1100,200,300,215,12,35,168,1,150,200,
2023,012000132,2149.256722632,G1,3,G2,50,2,G2,9410,7110,2300,0,4600,1800,4810,3981,64,3748,2233,600,10,233,86,53,94,1,200,300,
