조사연도,MD제공용_가구고유번호,가중값,수도권여부,가구원수,노인가구여부,가구주_만연령,입주형태코드,주택종류통합코드,자산,자산_금융자산,자산_실물자산,자산_실물자산_부동산_거주주택금액,부채,부채_금융부채_담보대출금액,순자산,경상소득(보완),경상소득_공적이전소득(보완),처분가능소득(보완)[경상소득(보완)-비소비지출(보완)],지출_소비지출비,지출_소비지출_식료품(외식비포함),지출_소비지출_의료비,지출_비소비지출(보완),지출_비소비지출_세금(보완),지출_비소비지출_공적연금사회보험료(보완),지출_비소비지출_연간지급이자(조사2),가구주_은퇴여부,가구주_미은퇴_최소생활비,가구주_미은퇴_적정생활비,가구주_은퇴_적정생활비충당여부
2024,HH2024000015,116.1616,G1,1,G1,50,1,G2,167379.0,24159.0,141513.0,139885.0,8352.0,5166,159027.0,3510.0,1500.0,2740.0,365.0,93,40,2345,453,551,349,1,112.0,204,3
2024,HH2024000016,185.8343,G2,3,G1,66,1,G1,160153.0,11346.0,144666.0,144082.0,416.0,294,159737.0,4708.0,1784.0,3753.0,1355.0,308,135,1684,408,285,291,2,157.0,278,3
2024,HH2024000017,269.854,G2,5,G1,62,1,G1,78134.0,28050.0,47197.0,46564.0,5478.0,2884,72656.0,3490.0,1480.0,3056.0,142.0,29,23,2701,462,375,341,2,100.0,481,3
2024,HH2024000018,168.0459,G2,5,G2,43,3,G2,161203.0,23467.0,134423.0,134358.0,18811.0,15838,142392.0,3853.0,1200.0,3300.0,2487.0,921,403,1263,144,296,129,1,138.0,279,5
2024,HH2024000019,51.6446,G2,5,G2,41,2,G2,86731.0,17990.0,68376.0,67683.0,19187.0,16327,67544.0,3577.0,1527.0,2779.0,932.0,297,114,2901,437,356,174,2,209.0,494,2
2024,HH2024000020,64.1514,G1,2,G1,76,1,G3,119744.0,6428.0,112166.0,110994.0,17492.0,10973,102252.0,3151.0,1921.0,2476.0,1549.0,323,81,2495,597,622,422,1,257.0,281,1
2024,HH2024000021,208.1592,G2,1,G1,82,1,G2,85388.0,5653.0,78842.0,77563.0,38378.0,31090,47010.0,7710.0,1210.0,6985.0,3608.0,836,275,2262,641,434,138,2,201.0,390,4
2024,HH2024000022,219.4829,G2,2,G2,70,4,G2,148285.0,28432.0,115909.0,115049.0,26091.0,19304,122194.0,2126.0,1373.0,1103.0,2347.0,600,135,572,129,135,54,1,245.0,401,2
2024,HH2024000023,150.4437,G1,2,G1,61,4,G1,26421.0,24050.0,713.0,0.0,29277.0,24539,0.0,6443.0,158.0,4967.0,3059.0,772,541,706,179,89,106,2,114.0,390,5
2024,HH2024000024,110.6951,G2,1,G1,76,1,G3,82362.0,15376.0,63992.0,63544.0,4999.0,3053,77363.0,5679.0,1918.0,4485.0,1399.0,433,130,2156,221,341,354,1,160.0,288,4
2024,HH2024000025,228.9916,G2,4,G2,44,3,G2,134133.0,26322.0,106916.0,105108.0,18622.0,13856,115511.0,4223.0,1555.0,4211.0,3722.0,1041,251,1697,427,391,102,2,231.0,427,2
2024,HH2024000026,126.0403,G1,3,G2,88,4,G2,99880.0,23494.0,76870.0,76102.0,24856.0,13150,75024.0,2540.0,323.0,2016.0,2859.0,1076,294,1308,349,295,184,2,110.0,293,3
2024,HH2024000027,68.5029,G2,4,G1,37,1,G2,136168.0,11631.0,120470.0,119859.0,23391.0,11783,112777.0,3870.0,579.0,3856.0,2062.0,709,127,2604,475,600,183,1,216.0,444,5
2024,HH2024000028,152.4026,G1,1,G2,65,1,G1,56899.0,24817.0,30613.0,28732.0,37876.0,32190,19023.0,6796.0,450.0,5487.0,2317.0,885,456,1702,338,241,278,1,133.0,312,5
2024,HH2024000029,184.7846,G2,4,G1,50,1,G1,134391.0,23881.0,110632.0,109359.0,19028.0,11755,115363.0,1455.0,639.0,489.0,2492.0,928,242,1647,181,317,262,2,183.0,451,2
2024,HH2024000030,291.4072,G2,1,G1,84,1,G3,103971.0,14364.0,91005.0,89309.0,14869.0,10083,89102.0,4689.0,1770.0,4361.0,640.0,245,121,1307,176,207,212,1,225.0,494,1
2024,HH2024000031,198.0554,G1,4,G1,44,3,G1,72980.0,584.0,68489.0,67712.0,37775.0,22389,35205.0,6118.0,928.0,4860.0,1006.0,398,153,2954,328,437,175,1,297.0,426,1
2024,HH2024000032,102.08,G2,5,G2,68,1,G3,79264.0,22241.0,56347.0,55487.0,13494.0,11479,65770.0,5071.0,839.0,4227.0,2745.0,720,370,1411,347,251,188,2,118.0,338,5
2024,HH2024000033,258.0484,G2,2,G2,39,1,G2,115524.0,10189.0,106709.0,105250.0,22808.0,14912,92716.0,1153.0,1557.0,1076.0,1763.0,426,213,1148,298,237,98,2,210.0,326,4
2024,HH2024000034,122.8705,G1,2,G2,40,1,G2,66133.0,10940.0,54074.0,52115.0,1130.0,645,65003.0,4070.0,742.0,3844.0,3135.0,730,479,2185,265,388,271,1,207.0,313,4
2024,HH2024000035,289.8195,G2,3,G2,54,2,G2,26425.0,21409.0,6512.0,4935.0,6622.0,4921,19803.0,1464.0,1771.0,250.0,2103.0,684,321,585,166,78,116,2,112.0,305,4
2024,HH2024000036,131.3281,G2,3,G2,77,1,G1,167639.0,24327.0,143158.0,142234.0,2295.0,1336,165344.0,7428.0,1508.0,6995.0,263.0,88,13,1988,532,439,126,1,222.0,341,4
2024,HH2024000037,277.3795,G1,3,G1,46,1,G2,74283.0,2636.0,68375.0,67180.0,16713.0,10099,57570.0,2813.0,514.0,2027.0,2659.0,578,495,1911,411,471,265,2,115.0,345,3
2024,HH2024000038,269.7385,G2,1,G2,71,1,G2,49624.0,24717.0,25415.0,24717.0,37262.0,28658,12362.0,3372.0,1260.0,2029.0,2439.0,888,256,1110,328,171,82,1,237.0,415,2
2024,HH2024000039,265.9982,G1,2,G1,64,3,G2,46399.0,8786.0,34765.0,33853.0,2851.0,2519,43548.0,6859.0,965.0,6426.0,1458.0,519,150,2422,669,550,306,1,141.0,466,2
2024,HH2024000040,59.8463,G1,3,G2,88,1,G2,144571.0,16986.0,125271.0,124496.0,39020.0,31291,105551.0,3415.0,688.0,3398.0,3161.0,1029,350,609,88,139,78,1,125.0,465,2
2024,HH2024000041,262.4675,G2,4,G2,48,1,G2,77326.0,26055.0,49940.0,49742.0,34758.0,19104,42568.0,1551.0,1812.0,1426.0,1402.0,402,214,2954,859,410,349,2,114.0,381,4
2024,HH2024000042,230.325,G1,4,G2,44,3,G2,50193.0,6544.0,43969.0,42220.0,225.0,140,49968.0,7144.0,795.0,5771.0,458.0,105,48,2640,497,543,385,1,191.0,497,1
2024,HH2024000043,133.5746,G1,4,G1,84,1,G2,82099.0,6628.0,73370.0,73097.0,617.0,505,81482.0,5183.0,233.0,4284.0,484.0,145,51,938,122,225,183,2,147.0,468,1
2024,HH2024000044,172.5246,G2,3,G2,49,2,G1,36068.0,29106.0,4833.0,4298.0,36027.0,21978,41.0,4839.0,816.0,4347.0,3606.0,835,214,1730,242,364,295,2,192.0,345,4
2024,HH2024000045,209.9788,G2,3,G1,42,1,G2,99678.0,11190.0,84543.0,84037.0,23411.0,18635,76267.0,604.0,1033.0,487.0,1504.0,482,169,992,234,103,192,2,279.0,323,4
2024,HH2024000046,285.8842,G2,2,G1,79,3,G1,35783.0,28409.0,6513.0,6069.0,6958.0,4792,28825.0,3593.0,252.0,2550.0,1659.0,434,120,2046,608,390,160,1,267.0,338,1
2024,HH2024000047,245.0211,G2,2,G2,78,1,G1,139005.0,10714.0,126335.0,125340.0,38153.0,32573,100852.0,3674.0,1485.0,3615.0,1221.0,304,217,1381,261,299,274,2,250.0,207,1
2024,HH2024000048,157.1252,G2,2,G1,33,1,G1,86402.0,18594.0,66297.0,64376.0,22454.0,14452,63948.0,2097.0,459.0,1960.0,2951.0,850,295,1721,369,331,164,2,193.0,299,2
2024,HH2024000049,211.3552,G2,3,G1,81,1,G2,48103.0,15307.0,33389.0,32733.0,25408.0,22202,22695.0,4515.0,184.0,3625.0,2422.0,765,470,2892,462,301,159,1,122.0,314,1
2024,HH2024000050,96.4677,G1,1,G2,67,4,G1,102163.0,29516.0,69637.0,68169.0,27125.0,17983,75038.0,1960.0,1075.0,999.0,3596.0,983,549,2047,550,241,236,1,181.0,433,2
2024,HH2024000051,155.9856,G1,2,G1,46,3,G3,47801.0,16507.0,27800.0,26335.0,8064.0,6374,39737.0,3767.0,321.0,2913.0,3577.0,1404,584,2667,328,587,231,2,104.0,278,5
2024,HH2024000052,247.8253,G1,1,G1,62,1,G3,63552.0,15083.0,49564.0,48037.0,14362.0,8302,49190.0,6411.0,1563.0,5047.0,3958.0,796,760,2067,447,358,339,2,124.0,396,5
2024,HH2024000053,201.6474,G1,3,G2,44,1,G1,34907.0,13989.0,20853.0,19609.0,5147.0,3666,29760.0,5882.0,136.0,5479.0,1316.0,503,112,1686,366,410,106,2,160.0,296,2
2024,HH2024000054,245.8123,G1,3,G1,40,1,G2,115511.0,11264.0,101796.0,100316.0,21159.0,13204,94352.0,2235.0,838.0,1403.0,2335.0,467,315,537,53,87,70,2,238.0,309,2
2024,HH2024000055,177.4542,G2,1,G1,37,1,G1,163667.0,13202.0,147941.0,146419.0,39492.0,19947,124175.0,1660.0,103.0,1201.0,1385.0,337,77,722,208,161,67,1,257.0,220,5
2024,HH2024000056,145.0359,G2,1,G2,39,1,G1,87396.0,13815.0,74166.0,72801.0,25101.0,16940,62295.0,45.0,766.0,0.0,2817.0,1124,183,1833,540,193,148,1,223.0,355,3
2024,HH2024000057,235.6351,G2,3,G1,64,4,G4,42285.0,22909.0,15905.0,14789.0,27679.0,15749,14606.0,2764.0,1866.0,2539.0,2992.0,1034,314,1759,340,397,318,1,151.0,229,2
2024,HH2024000058,73.4387,G1,2,G2,78,1,G2,14140.0,1377.0,11298.0,11116.0,7757.0,6852,6383.0,155.0,1301.0,0.0,1006.0,330,153,1755,430,401,223,2,243.0,261,4
2024,HH2024000059,294.6517,G1,5,G2,59,4,G1,141320.0,15029.0,125840.0,124824.0,21678.0,17850,119642.0,1025.0,1070.0,0.0,3438.0,1186,600,2613,704,403,258,2,299.0,350,3
2024,HH2024000060,287.0934,G1,1,G2,30,1,G3,70469.0,16473.0,53717.0,52210.0,39770.0,31649,30699.0,7827.0,314.0,6758.0,1160.0,326,102,739,91,108,119,2,231.0,408,5
2024,HH2024000061,270.0922,G1,3,G1,55,3,G3,70365.0,22595.0,45096.0,44413.0,3524.0,2401,66841.0,6845.0,625.0,6632.0,3933.0,1403,638,2146,250,507,381,2,252.0,321,5
2024,HH2024000062,271.0695,G1,5,G1,74,1,G2,36311.0,19986.0,15791.0,15294.0,8155.0,4922,28156.0,4478.0,761.0,4302.0,3403.0,786,284,2364,562,512,274,2,275.0,275,4
2024,HH2024000063,177.764,G2,1,G2,80,1,G2,115231.0,12957.0,100748.0,99560.0,28795.0,18133,86436.0,6196.0,1157.0,5023.0,72.0,25,3,2114,447,401,163,1,243.0,469,5
2024,HH2024000064,174.4864,G1,3,G1,73,3,G3,13098.0,3285.0,9701.0,9437.0,413.0,240,12685.0,3912.0,416.0,2914.0,1592.0,617,92,1089,256,180,216,2,275.0,304,3
2024,HH2024000065,255.0205,G2,3,G2,52,1,G2,147517.0,11161.0,137060.0,135622.0,8263.0,5955,139254.0,4810.0,1999.0,4766.0,1553.0,576,214,1515,324,358,157,1,159.0,296,3
2024,HH2024000066,120.8141,G1,3,G2,68,3,G2,42754.0,7667.0,33211.0,31245.0,37771.0,31142,4983.0,7343.0,1303.0,6347.0,3289.0,1144,409,636,155,134,51,1,161.0,220,1
2024,HH2024000067,262.4784,G2,5,G2,34,3,G3,18398.0,6123.0,11325.0,10357.0,766.0,440,17632.0,628.0,623.0,0.0,2897.0,956,262,942,123,153,61,1,134.0,305,1
2024,HH2024000068,100.2201,G2,3,G1,54,5,G2,130689.0,21635.0,105141.0,105086.0,17165.0,8613,113524.0,2813.0,224.0,1686.0,202.0,61,10,2507,358,437,171,2,136.0,265,1
2024,HH2024000069,269.7768,G2,2,G2,62,3,G2,71157.0,14343.0,53668.0,53126.0,13197.0,7261,57960.0,952.0,1190.0,536.0,3362.0,938,454,2043,301,234,391,1,210.0,306,5
2024,HH2024000070,185.2713,G1,2,G2,31,1,G1,133191.0,23807.0,104463.0,104400.0,15944.0,10911,117247.0,6359.0,895.0,5885.0,873.0,325,150,2662,487,589,511,1,285.0,258,2
2024,HH2024000071,260.8028,G2,4,G1,30,1,G2,10806.0,4152.0,6885.0,5967.0,10322.0,5237,484.0,6580.0,1347.0,5452.0,1478.0,486,89,2229,561,504,281,2,144.0,258,4
2024,HH2024000072,173.2857,G1,2,G2,78,2,G1,163457.0,29576.0,129827.0,129208.0,11026.0,7291,152431.0,5774.0,1192.0,5173.0,680.0,195,109,1101,293,168,169,2,242.0,420,3
2024,HH2024000073,202.108,G2,4,G1,43,1,G1,65122.0,14200.0,48009.0,46463.0,30429.0,16567,34693.0,4871.0,1280.0,3766.0,630.0,224,91,2533,456,370,443,2,115.0,342,4
2024,HH2024000074,281.6965,G1,2,G2,37,1,G2,123231.0,7596.0,115150.0,113462.0,1033.0,561,122198.0,3816.0,1667.0,2376.0,2108.0,444,256,2218,488,305,296,1,294.0,408,2
2024,HH2024000075,154.5531,G2,1,G1,65,1,G3,151911.0,10886.0,141218.0,140349.0,5182.0,4068,146729.0,188.0,1050.0,0.0,338.0,122,19,978,155,123,146,1,205.0,373,5
2024,HH2024000076,105.0716,G2,3,G1,46,2,G1,106233.0,25243.0,82279.0,80324.0,10582.0,9521,95651.0,6197.0,1449.0,5337.0,322.0,116,60,512,99,123,99,1,199.0,361,3
2024,HH2024000077,72.7451,G2,2,G2,88,1,G2,23852.0,21299.0,899.0,0.0,33059.0,19101,0.0,7151.0,718.0,6417.0,3142.0,772,382,2409,694,515,182,1,171.0,339,2
2024,HH2024000078,197.4948,G2,2,G1,86,1,G3,52107.0,5163.0,47128.0,46891.0,15732.0,9310,36375.0,7726.0,1885.0,6964.0,1375.0,285,151,2302,354,379,163,1,292.0,316,3
2024,HH2024000079,202.7713,G1,2,G1,79,5,G2,133133.0,29703.0,104768.0,102952.0,1392.0,861,131741.0,2734.0,815.0,2621.0,2592.0,888,464,724,186,84,117,2,183.0,278,2
2024,HH2024000080,205.1763,G2,1,G1,48,3,G3,7454.0,3926.0,1661.0,871.0,20813.0,16942,0.0,1604.0,1359.0,124.0,3944.0,946,697,1662,180,200,258,2,124.0,466,4
2024,HH2024000081,59.2915,G1,2,G2,82,1,G2,33109.0,8261.0,23803.0,22033.0,25093.0,17624,8016.0,5231.0,1996.0,4420.0,203.0,81,32,2784,470,574,216,1,212.0,322,2
2024,HH2024000082,56.8539,G1,5,G1,45,1,G2,123248.0,21876.0,98538.0,97070.0,18305.0,13330,104943.0,140.0,698.0,0.0,3176.0,641,553,2481,574,323,236,1,218.0,465,1
2024,HH2024000083,273.8543,G1,2,G2,44,3,G1,20763.0,15891.0,1879.0,0.0,3545.0,2547,17218.0,482.0,203.0,0.0,438.0,107,30,2542,648,386,388,2,249.0,430,4
2024,HH2024000084,223.8755,G1,4,G2,88,1,G2,58171.0,13376.0,44747.0,43456.0,35161.0,30764,23010.0,6571.0,463.0,5975.0,3042.0,633,499,1482,323,360,183,2,199.0,380,5
2024,HH2024000085,78.3293,G1,3,G2,70,2,G2,126591.0,27788.0,98337.0,97152.0,34327.0,17642,92264.0,7654.0,487.0,6422.0,1224.0,436,121,802,219,150,147,2,155.0,452,2
2024,HH2024000086,68.6592,G2,1,G1,35,3,G1,62326.0,23817.0,37981.0,37515.0,36453.0,20529,25873.0,3228.0,113.0,2089.0,540.0,170,97,1377,363,304,241,2,100.0,397,5
2024,HH2024000087,90.4643,G1,5,G1,83,1,G1,169596.0,28864.0,140167.0,139609.0,38557.0,25171,131039.0,4062.0,1087.0,3489.0,914.0,337,96,2217,495,256,272,2,297.0,444,1
2024,HH2024000088,251.7297,G2,5,G2,39,1,G2,156893.0,8476.0,146881.0,146223.0,12686.0,8819,144207.0,4355.0,555.0,3286.0,1458.0,572,84,2601,441,389,390,2,138.0,438,2
2024,HH2024000089,230.7715,G1,2,G2,70,1,G2,35523.0,25519.0,5658.0,5039.0,16866.0,9201,18657.0,1107.0,194.0,1058.0,2918.0,939,327,2110,364,494,309,1,170.0,393,1
2024,HH2024000090,209.6633,G2,1,G2,56,1,G2,36998.0,6395.0,27324.0,26136.0,38382.0,32903,0.0,1779.0,273.0,329.0,2722.0,670,445,596,132,132,38,2,130.0,416,2
2024,HH2024000091,210.1977,G1,5,G2,31,2,G2,164855.0,24176.0,137854.0,136114.0,17990.0,13872,146865.0,2387.0,546.0,1621.0,2914.0,636,364,1976,457,412,224,2,147.0,445,4
2024,HH2024000092,264.7185,G1,1,G2,77,1,G2,23586.0,16463.0,4935.0,4865.0,34597.0,30199,0.0,6734.0,738.0,5753.0,86.0,32,14,967,173,181,112,1,112.0,267,5
2024,HH2024000093,133.3647,G2,5,G2,71,5,G1,94220.0,17936.0,74235.0,72998.0,25908.0,22703,68312.0,3505.0,1948.0,2538.0,3901.0,971,215,2024,363,284,373,2,168.0,462,5
2024,HH2024000094,130.5575,G2,1,G2,83,3,G3,149480.0,3459.0,143924.0,142408.0,37105.0,26159,112375.0,5769.0,1405.0,5300.0,1735.0,657,132,1530,207,287,279,1,289.0,351,5
2024,HH2024000095,156.3567,G2,5,G2,66,1,G3,115872.0,26375.0,89168.0,88282.0,416.0,349,115456.0,1555.0,1429.0,521.0,445.0,167,59,1832,183,197,107,2,,236,4
2024,HH2024000096,297.419,G1,5,G1,75,1,G2,56575.0,8362.0,46451.0,45901.0,28253.0,22452,28322.0,,1384.0,7030.0,3714.0,1209,400,1990,382,259,351,1,293.0,245,2
2024,HH2024000097,188.7247,G2,2,G1,84,1,G2,21646.0,17943.0,1817.0,953.0,32033.0,20635,0.0,7067.0,1606.0,6047.0,3171.0,1017,482,2095,557,372,296,2,226.0,425,5
2024,HH2024000098,186.7253,G2,2,G2,88,1,G2,65864.0,4987.0,60669.0,59013.0,7930.0,6050,57934.0,3802.0,636.0,3668.0,329.0,128,63,512,129,51,26,2,278.0,442,1
2024,HH2024000099,252.3984,G2,1,G2,63,2,G3,111427.0,27778.0,83112.0,81284.0,29416.0,25918,82011.0,1804.0,198.0,1585.0,1747.0,613,260,2915,870,393,312,2,224.0,396,5
2024,HH2024000100,94.5161,G1,4,G1,31,1,G2,11805.0,9601.0,1367.0,0.0,7809.0,6290,3996.0,7812.0,1017.0,6427.0,3625.0,1220,408,1937,453,237,354,2,297.0,396,5
2024,HH2024000101,151.3503,G1,2,G2,50,1,G2,102422.0,22881.0,80207.0,79236.0,36192.0,28366,66230.0,6464.0,2.0,5361.0,2730.0,783,358,1767,259,268,183,1,210.0,459,1
2024,HH2024000102,210.3406,G1,4,G2,67,1,G3,87415.0,22964.0,61899.0,60609.0,36346.0,21398,51069.0,4086.0,433.0,3893.0,778.0,230,145,1446,340,330,219,1,266.0,493,4
2024,HH2024000103,297.0042,G2,4,G2,36,1,G2,69885.0,16509.0,50227.0,48874.0,148.0,123,69737.0,2140.0,1506.0,1820.0,2801.0,778,422,761,202,184,102,2,107.0,449,5
2024,HH2024000104,88.6174,G1,3,G1,36,2,G1,153227.0,3622.0,147367.0,145833.0,20281.0,13301,132946.0,4971.0,1005.0,4153.0,756.0,294,128,2075,473,258,287,2,286.0,240,4
2024,HH2024000105,163.0067,G1,2,G1,53,5,G2,147117.0,8397.0,134341.0,134052.0,15299.0,11468,131818.0,2962.0,1381.0,2954.0,1407.0,460,133,1408,276,189,171,2,103.0,440,5
2024,HH2024000106,276.3955,G2,2,G2,84,2,G3,124616.0,18356.0,104252.0,104102.0,35618.0,27464,88998.0,5393.0,1020.0,4791.0,781.0,278,126,2767,618,628,338,1,139.0,353,2
2024,HH2024000107,231.3828,G2,3,G2,49,5,G2,104985.0,16076.0,89321.0,88630.0,12811.0,9045,92174.0,6659.0,1085.0,6170.0,2773.0,575,196,2144,225,269,397,2,247.0,439,4
2024,HH2024000108,203.4451,G2,1,G2,86,2,G2,89953.0,17542.0,71592.0,71073.0,28821.0,16319,61132.0,3918.0,602.0,3717.0,3725.0,1380,605,1602,245,338,179,2,151.0,417,5
2024,HH2024000109,114.2771,G2,3,G1,78,1,G2,22301.0,7481.0,11780.0,10551.0,4668.0,3636,17633.0,385.0,437.0,0.0,177.0,50,32,579,76,65,45,2,108.0,403,1
2024,HH2024000110,96.8027,G1,4,G1,48,3,G2,62958.0,16143.0,47163.0,46120.0,8500.0,5090,54458.0,4502.0,518.0,4063.0,2414.0,838,446,1886,344,372,213,1,272.0,460,3
2024,HH2024000111,143.5531,G2,3,G2,43,1,G4,6858.0,2559.0,3400.0,1564.0,39409.0,23887,0.0,6869.0,1596.0,6769.0,993.0,206,67,2613,728,365,417,2,202.0,245,5
2024,HH2024000112,113.777,G1,2,G1,79,1,G2,69439.0,14527.0,56460.0,54906.0,15390.0,8475,54049.0,1786.0,1959.0,836.0,3003.0,1137,523,1656,227,351,200,2,195.0,456,3
2024,HH2024000113,252.119,G1,5,G2,75,4,G2,75405.0,2742.0,71340.0,71045.0,30633.0,22912,44772.0,7675.0,163.0,7267.0,557.0,184,37,2125,242,378,339,2,163.0,304,5
2024,HH2024000114,230.1759,G1,3,G1,67,2,G3,112165.0,19915.0,93382.0,91684.0,38713.0,21174,73452.0,2898.0,1074.0,2852.0,1465.0,427,178,796,203,100,68,1,243.0,260,4
2024,HH2024000115,258.7995,G1,4,G1,88,4,G1,70813.0,17003.0,54784.0,53243.0,38608.0,24635,32205.0,5472.0,940.0,5439.0,823.0,214,125,1516,414,243,208,2,162.0,416,2
2024,HH2024000116,92.7706,G2,1,G2,36,1,G1,64544.0,25554.0,38931.0,38167.0,783.0,670,63761.0,5615.0,1124.0,4167.0,3493.0,915,428,2482,511,439,445,1,212.0,494,2
2024,HH2024000117,127.4923,G2,5,G1,53,3,G4,123053.0,13861.0,106616.0,106501.0,9307.0,6340,113746.0,1456.0,465.0,1279.0,330.0,86,33,1558,273,388,201,2,126.0,226,3
2024,HH2024000118,242.1379,G1,4,G1,66,1,G2,31102.0,4861.0,24379.0,22792.0,28583.0,24518,2519.0,311.0,15.0,0.0,2327.0,526,355,2712,504,466,394,2,161.0,494,3
2024,HH2024000119,90.8871,G1,5,G2,34,1,G2,27308.0,7056.0,19198.0,18812.0,37071.0,25841,0.0,7590.0,406.0,7341.0,481.0,140,71,1523,353,186,231,2,105.0,302,3
2024,HH2024000120,86.4013,G1,4,G1,88,4,G1,132946.0,24423.0,104874.0,104434.0,39151.0,22376,93795.0,5603.0,363.0,5477.0,2399.0,697,329,2528,673,463,406,2,156.0,490,4
2024,HH2024000121,145.7647,G1,3,G1,64,1,G1,118585.0,28746.0,88820.0,87880.0,28810.0,23150,89775.0,5050.0,104.0,4232.0,3071.0,867,396,2109,290,280,216,2,176.0,214,3
2024,HH2024000122,96.6092,G2,3,G2,48,2,G1,135948.0,1844.0,130584.0,130420.0,4165.0,2671,131783.0,2430.0,713.0,1128.0,3009.0,1024,468,2868,804,665,413,2,249.0,384,4
2024,HH2024000123,69.7257,G2,4,G1,44,4,G2,133780.0,20292.0,111638.0,110840.0,29700.0,26330,104080.0,864.0,1367.0,757.0,133.0,37,14,1832,424,412,205,2,264.0,360,4
2024,HH2024000124,128.1936,G1,3,G2,30,3,G2,153309.0,14463.0,135723.0,135230.0,10879.0,6580,142430.0,2174.0,1931.0,1682.0,3094.0,673,186,1670,413,199,181,2,206.0,449,5
2024,HH2024000125,268.8999,G1,4,G1,65,1,G1,112286.0,7735.0,99763.0,99658.0,32344.0,26808,79942.0,4381.0,1314.0,3252.0,1187.0,439,155,1383,162,260,167,2,285.0,341,5
2024,HH2024000126,64.1332,G2,2,G1,88,1,G2,146526.0,15343.0,128018.0,126212.0,21880.0,15262,124646.0,5547.0,350.0,5446.0,2727.0,777,432,2130,604,435,236,1,171.0,222,3
